0.31602,0.53078,0.38173,0.32572,0.38041,0.36659,0.47941,0.49685,0.51751,0.37283,0.29683,0.33052,0.37673,0.39694,0.34919,0.40719,0.37865,0.38789,0.33572,0.32822,0.28519,0.38779,0.39061,0.52024,0.32863,0.37268,0.31363,0.31738,0.33275,0.32151,0.35041,0.3289,0.3743,0.31263,0.40575,0.33636,0.36727,0.32684,0.17423,0.16029,0.20469,0.28048
0.028126,0.0061037,0,0.022881,0.030117,0.029018,0.014636,0.021509,0.029278,0.017378,0.0069424,0.013404,0,0.016965,0,0,0,0,0,2.7758e-05,0.078681,0,0,0.0016611,0.0022342,0.035169,0.0088234,6.5278e-05,0.038159,0.017718,0.012104,0.0028927,0.00060604,5.6507e-05,5.8196e-06,0.001534,0.014203,0.0097196,0.059326,0.054101,0.017984,0.0197
0.018098,0.0076729,0,0.019005,0.015125,0.0025997,0.0056653,0.01366,0.023209,0.0039856,0.028521,0.0020737,0,0.026302,0.0068237,0,0,0,0,2.6133e-09,0.0016866,0.0008092,0.02808,0.00019379,0.0039294,0.011503,0.012565,0.0076466,7.3345e-05,0.0029806,0.0094444,6.1501e-06,0.0054479,0,1.4729e-05,0.027618,0.0077627,0.0026551,0.095684,0.065374,0.018688,0.034178
0.012532,0,0,0.021021,0.025289,0.027507,0.0012663,0.0059125,0.0069142,0.0019502,0.05267,0.0013601,2.2708e-06,0.022475,0,0,0,0,0,0.0018713,0.0083314,0.024805,0,1.1344e-05,0.0017396,0.062223,0.0053111,0.0038895,0.0019439,0.0078854,0.013441,0.007121,2.2661e-05,0.00010006,0.008998,0.028435,0.0052763,1.7059e-05,0.047114,0.062068,0.043082,0.0099503
0.012716,0,0,0.016546,0.03005,0.020407,0.0056719,0.0046709,0.0046416,0.0031968,0.043515,0.0038918,0.0061442,0.013738,0.0067553,0.011181,0,0,0,1.9089e-06,0.042279,0,0.0020951,0.00017302,0.0010435,0.063092,0.0041273,0.013137,0.00038788,0.0072439,0.0081033,0.013616,0.0061569,0.0091009,0.0093204,0.016191,0.0040591,0.01011,0.024755,0.068708,0.018046,0.026483
0.0091492,0,0,0.017192,0.010099,0.015339,0.0041341,0.0070416,0.0077002,0.004688,0.019398,0.0019959,0.0042207,0.013291,0.0029599,0.28553,0,0,0,0.0012651,0.025475,0,0.0026269,2.6747e-05,0.0019201,0.019268,0.0074712,0.0063238,0.00044889,0.012755,0.0058835,0.010611,0.0062501,0.0080258,0.0025591,0.01486,0.0045234,0.0048639,0.054281,0.059733,0.024864,0.029953
0.016357,0,0,0.017278,0.0081957,0.011738,0.0020171,0.011637,0.0056077,0.0013945,0.023804,0.00069845,0.00024063,0.024174,3.6556e-06,6.6991e-05,0,0,0,0.0026926,0.010763,0.13968,1.0698e-08,0,0.00096952,0.012313,0.0060709,0.0057688,0.00095519,0.0099678,0.0081348,0.0052942,4.7091e-05,0.00011662,0.0073503,0.026031,0.0096339,3.0979e-05,0.035783,0.051314,0.3073,0.011511
0.017426,0.0024623,0,0.010373,0.0064431,0.0033816,0.0074127,0.046739,0.011049,0.0060728,0.014328,0.0028118,0,0.061579,0.007729,0.0043728,0,0,0,1.9114e-06,0,0.17881,0.018406,0.00086145,0.0039238,0.073749,0.013083,0.0067511,0.00010601,0.010323,0.020795,0.00014932,0.0046369,6.2276e-07,7.1693e-05,0.031205,0.011298,0.0047762,0.10792,0.048166,0.03548,0.039294
0.037363,0.001827,0,0.014817,0.013051,0.017399,0.048201,0.027087,0.09443,0.018067,0.011276,0.012773,0,0.05166,9.4165e-05,0.021821,0,0,0,0.00017864,0.069368,0,1.609e-06,0.0088932,0.0026706,0.024369,0.013967,0.0001401,0.059322,0.020675,0.010608,0.0023874,0.00026813,8.8084e-05,0.00036212,0.0026416,0.0096739,0.013252,0.11142,0.059094,0.022432,0.020932
0.53213,0.45115,0.61826,0.53499,0.48121,0.50598,0.43157,0.36447,0.29963,0.57025,0.50269,0.63046,0.61237,0.37284,0.62619,0.26984,0.6209,0.61205,0.66399,0.66574,0.47776,0.26769,0.55813,0.46794,0.65257,0.32553,0.61378,0.63845,0.56573,0.58885,0.56107,0.62897,0.60199,0.66984,0.56483,0.5141,0.56594,0.62739,0.28949,0.37099,0.30729,0.52712
