0.24613,0.41098,0.21345,0.18399,0.2892,0.25313,0.32464,0.30527,0.40281,0.18903,0.21217,0.17106,0.29727,0.31964,0.20573,0.35548,0.18051,0.28472,0.21798,0.17914,0.21679,0.29456,0.20789,0.34679,0.16095,0.35702,0.17215,0.17683,0.22082,0.17855,0.22283,0.20963,0.2072,0.23272,0.17481,0.19189,0.22265,0.1553,0.18763,0.15263,0.16421,0.13685
0.0022404,0,0,0.013951,0.0055121,0.0028501,0.00057037,0.0069715,0.0029813,4.8346e-05,0.0010238,0.0022761,0,0.00061595,0.00030816,0,0,0,0,0,0,0.0078485,0.00027207,0,0.0032163,0.0062139,0,0,0.00076016,0,4.0608e-05,0,0.0021619,0,0.0012087,0.007396,0.0056034,4.0278e-06,0.0047581,0.0050723,0.015912,0.0042653
0.00068888,0,0,0.011988,0.0045934,0.0041771,0.0053793,0.0035961,0.0017288,0.0051152,0.0012078,0,0.0037199,0.0036799,0.0033723,0.061002,0,0,0,0,0.01898,0,0.0014779,0,0.0034418,0.0081168,0,0.0033718,0,2.646e-06,0,0.0021079,0.0010647,0.0022658,0.002207,0.0061116,0.0043478,0.00038283,1.0428e-05,0.022343,0.01277,0.011766
0.0080781,0,0,0.0040087,0.00067046,3.0857e-06,0.00010922,0.0031377,0.0003906,0.0047761,0.00052234,0.0022522,0,0.038541,0.0012036,0,0,0,0,0.0016741,0,0.14912,0,0.0013861,0.00017675,0.0059454,0,0,1.6586e-06,0.00015286,0,0,0,0,0.0010211,0.01874,0.0056789,0,0.060807,0.04125,0.17767,0.008866
0.22522,0,0,0.084042,0.034614,0.050711,0.078375,0.076237,0.059741,0.18756,0.1231,0.27521,0.00030333,0.045425,0.00022297,0,0,0.0067993,0.001458,0,0.01007,0,0.0076441,0.0025826,0.0027809,0.0056401,0,0,0.0011493,0.00013594,0.00036934,0.0001109,0,0,0,0.0067444,0.0030139,2.9134e-05,0.17067,0.066441,2.3038e-06,0.015561
0.2503,0.30507,0.5775,0.45933,0.36744,0.36195,0.1832,0.16951,0.097091,0.43002,0.35075,0.3429,0.41486,0.27932,0.56359,0.097295,0.5794,0.40144,0.58675,0.62681,0.44197,0.11436,0.5992,0.22527,0.64566,0.14917,0.58417,0.61793,0.56292,0.58366,0.51358,0.58372,0.50901,0.42665,0.47246,0.40382,0.43711,0.64513,0.21165,0.24919,0.18451,0.6634
0.0011513,0,0,0.013415,4.3286e-07,0.0014556,0.0013501,0.021219,0.0033207,0.0032992,0.0042368,0.0010746,0,0.04366,0.0018928,0,0,0,0,0,0,0.1089,0.0098952,0,0,0.0096867,0,0,3.2353e-07,5.4037e-06,0,0,2.0518e-07,0,0,0.01466,0.0050551,3.9709e-06,0.095352,0.078388,0.24046,0.0084102
0.0038434,0,0,0.014174,0.0060847,0.0096508,0.0040765,0.0036735,0.00079507,0.0035376,0.0023581,0.0039014,0.001782,0.0045537,0.0022007,0.098582,0,0,0,0.0011996,0.015948,0,0.0028992,0,0,0.0098064,4.534e-05,0.0023721,0,0.0005904,0,0.0047234,0.0022811,0,0.0015262,0.0090881,1.3411e-05,0.00071976,0.00039218,0.08985,0.0095109,0.013283
0.0021418,0.0022272,0,0.0080903,0.0035254,0.0018023,0,0.0059086,0.0043043,0.0032815,0.0063212,5.4402e-05,0,0.00098369,0,0,0,0,0,0.00020057,0,0.0064016,0,0,3.0871e-05,0.0080624,0,0,3.7955e-06,0,0.00049245,0,2.0639e-05,0,0.0011628,0.014218,0.0032269,0,0.07492,0.062778,0.024873,0.005492
0.2602,0.28173,0.20906,0.20701,0.28835,0.31428,0.4023,0.40447,0.42683,0.17333,0.29831,0.20127,0.28206,0.26358,0.22148,0.38764,0.24009,0.30704,0.19381,0.19097,0.29625,0.31883,0.17072,0.42397,0.18374,0.44034,0.24363,0.19949,0.21435,0.2369,0.26269,0.19971,0.27826,0.33836,0.3456,0.32733,0.31329,0.19843,0.1938,0.23206,0.17007,0.13211
