0.35226,0.18833,0.25793,0.30909,0.2807,0.59606,0.21189,0.17387,0.40118,0.080189,0.16285,0.25869,0.30427,0.34843,0.29854,0.30756,0.2754,0.32611,0.33428,0.38495,0.21241,0.21151,0.092556,0.25254,0.331,0.1988,0.22811,0.46772,0.10296,0.038813,0.49196,0.033255,0.24183,0.53686,0.50103
0.046842,0.032609,0.047174,0.047989,0.033369,0.054031,0.027083,0.026743,0.016575,0.039851,0.039353,0.014252,0.030966,0.0093031,0.0041648,0.01879,0.030683,0.019957,0.015781,0.047309,0.034568,0.049284,0.053956,0.031188,0.030544,0.042613,0.046722,0.02538,0.072652,0.058321,0.027963,0.044069,0.029795,0.021999,0.020347
0.10172,0.047331,0.023311,0.01121,0.036864,0.0067297,0.039361,0.038625,0.032859,0.054021,0.037438,0.034691,0.050916,0.025631,0.024242,0.023507,0.029536,0.043669,0.015488,0.031844,0.027025,0.033722,0.058659,0.036015,0.014619,0.029065,0.026865,0.011963,0.041039,0.064156,0.031103,0.061811,0.030362,0.012861,0.0026595
0.048164,0.052536,0.017694,0.0072483,0.042367,0.017467,0.022637,0.056907,0.0076205,0.064766,0.05522,0.047739,0.04288,0.029954,0.003713,0.026197,0.017246,0.01529,0.028212,0.025772,0.02258,0.03476,0.054664,0.027363,0.0074363,0.033855,0.025749,0.028626,0.076087,0.074493,0.011838,0.085715,0.045554,0.016393,0.0090518
0.01985,0.056535,0.018189,0.017114,0.034732,0.042859,0.044403,0.041807,0.026759,0.10402,0.031405,0.028273,0.024622,0.026426,0.030058,0.029314,0.014601,0.013025,0.032367,0.018477,0.039111,0.042688,0.077745,0.042957,0.037198,0.047487,0.028297,0.029334,0.052566,0.088298,0.026821,0.084333,0.061485,0.020202,0.019092
0.014607,0.046807,0.016779,0.031982,0.074565,0.028581,0.04451,0.041831,0.0049175,0.1033,0.030863,0.041415,0.022784,0.031623,0.029183,0.027616,0.016851,0.014567,0.038348,0.010239,0.057978,0.043015,0.050423,0.022302,0.026847,0.035487,0.018306,0.058002,0.043898,0.10565,0.027519,0.09951,0.054229,0.021868,0.019696
0.056411,0.10527,0.022207,0.016544,0.0678,0.0048935,0.019812,0.05346,0.024792,0.10128,0.065871,0.06722,0.035962,0.043336,0.002701,0.020797,0.015714,0.021077,0.042903,0.01517,0.029574,0.03276,0.086742,0.020362,0.0077404,0.043977,0.021848,0.042972,0.078371,0.11794,0.029241,0.11161,0.076053,0.020082,0.0081794
0.094406,0.063931,0.024724,0.0092916,0.074103,0.0042711,0.029822,0.045027,0.069787,0.12991,0.067415,0.081257,0.052721,0.049094,0.017832,0.040703,0.019016,0.040136,0.046017,0.032823,0.032,0.027788,0.085723,0.045336,0.011234,0.03466,0.033837,0.05708,0.075268,0.12932,0.038122,0.12341,0.055184,0.020386,0.016699
0.037146,0.095828,0.035446,0.057435,0.13067,0.079287,0.04963,0.050544,0.00433,0.10695,0.084844,0.062517,0.032986,0.028354,0.0024784,0.033293,0.02018,0.026169,0.031062,0.049544,0.049103,0.040063,0.10169,0.03709,0.018093,0.044228,0.044134,0.061756,0.098839,0.14831,0.057652,0.15696,0.13352,0.046882,0.024609
0.2255,0.30603,0.5329,0.49036,0.22317,0.16279,0.50612,0.46849,0.40832,0.21104,0.42271,0.36063,0.40081,0.40636,0.585,0.47116,0.55656,0.47822,0.41346,0.38204,0.49154,0.4815,0.33356,0.48203,0.51023,0.48652,0.52282,0.215,0.35441,0.17166,0.25655,0.19615,0.26967,0.2813,0.3765
