0.67065,0.56932,0.18734,0.50095,0.40856,0.36983,0.50952,0.19114,0.0027591,0.039365,0.93479,0.79166,0.54487,0.60413,0.01312,0.7336,0.0062099,0.69313,0.53587,0.33104,0.0076313,0.42664,0.30176,0.26227,0.29983,0.42742,0.0060157,0.82488,0.00996,0.29646,0.73728,0.33977,0.33253,0.7814,0.43444
0.018675,0.020193,0.014704,0.0049062,0.018055,4.0054e-05,0.022786,0.010868,0.35575,0.24716,6.4741e-05,0.018626,0.014459,0.00019362,0.39587,0.02333,0.37702,6.7588e-05,4.1762e-05,0.0078634,0.3009,0.015832,1.056e-05,0.0029463,0.018938,0.0028465,0.24623,0.034332,0.39877,0.25462,0.01516,0.10094,0.029184,0.0037464,0.00058482
0.00043605,0.01168,0,0.022543,0.026928,0.072821,0.0049495,0.0057111,0.0052176,0.24496,4.7092e-05,0.0039215,0.006512,0.00026126,3.0224e-05,0.011773,7.8232e-05,9.8699e-06,0.0023484,0.0011403,0.17134,0.033582,9.1646e-05,0.001792,0.13112,0.057657,0.020486,0.027018,0.0017799,0.17322,0.014693,0.0538,0.041982,0.0042639,1.3459e-05
0.029229,0.019461,0.0356,0.0092157,0.036038,6.1369e-06,0.019249,0.0039398,0.01656,0.091942,0.0014035,0.0217,0.0079187,0.047078,0.17499,0.022454,0.10161,0.0058999,0.014234,0.0088189,0.033107,0.02593,0.0011391,0.17787,0.00067594,0.0010605,0.15986,0.016435,0.13391,0.18535,0.011438,0.064738,0.03761,0.0068465,0.0048261
0.034855,0.020756,0.29478,0.12534,0.14132,0.11308,0.19126,0.47764,0.067615,0.2293,0.033418,0.015782,0.035904,0.15928,0.044666,0.053195,0.24236,0.014829,0.12487,0.031355,0.21365,0.39086,0.52774,0.54024,0.25753,0.26349,0.4186,0.025724,0.21436,0.06829,0.075359,0.22213,0.06785,0.10134,0.004829
0.119,0.04197,0.2845,0.14757,0.16142,0.10555,0.16452,0.22976,0.15224,0.11491,0.026102,0.032321,0.33271,0.18253,0.13852,0.12824,0.11694,0.11933,0.2299,0.31674,0.07319,0.055941,0.165,0.011966,0.28736,0.18847,0.0055444,0.031076,0.069778,0.0084694,0.12384,0.1839,0.43059,0.082465,0.025104
0.016169,0.012873,0.025935,0.017497,0.040897,0,0.015937,0.002403,0.11037,0.0086568,0.0012779,0.026209,0.0033838,0.0016772,0.14705,0.013971,0.035038,0.002004,0.0039023,0.0033913,0.11662,0.012618,4.2614e-06,0.0012815,0.00011382,0.0016944,0.13518,0.0045772,0.16192,0.0045004,0.0049779,0.016245,0.030166,0.0018084,0.0012198
0.0014941,0.012496,0,0.0052773,0.035907,0.041916,0.004058,0.0014645,0.0896,0.0083353,9.005e-05,0.00049727,0.0033184,0.0005405,2.9303e-05,0.0041482,0.00070307,0.00015013,0.0063564,0.00053843,0.043298,0.0075942,0,0.00065096,0.0013416,0.018437,0.0069315,0.0037261,0.00039447,0.0015729,0.0054017,0.0091836,0.009318,0.0018855,5.4146e-05
0.0087078,0.011728,0.019985,0.014847,0.013112,7.851e-05,0.010965,0.0108,0.18998,0.012887,1.071e-06,0.01831,0.0048826,0.00040963,0.08457,0.0045402,0.11441,0.00066611,0.0070255,0.0077972,0.030422,0.01218,0.0002366,0.00031408,0,0.0003596,0.0008622,0.016417,0.0055655,0.004637,0.00703,0.0091748,0.018338,0.0071947,0.0014628
0.10078,0.27953,0.13715,0.15185,0.11776,0.29667,0.05675,0.066277,0.0099154,0.0024754,0.0028061,0.070974,0.046044,0.0038988,0.0011634,0.0047486,0.0056324,0.16391,0.07545,0.29132,0.0098382,0.018816,0.0040206,0.00066551,0.0030884,0.038571,0.00028984,0.015813,0.0035637,0.0028878,0.0048194,0.00011322,0.0024264,0.0090479,0.52747
