0.054689,0.040145,0.0056989,0.010325,0.023143,0.0044475,0.013124,0.0056518,0.024915,0.031715,0.0049358,0.032609,0.076819,0.0023591,0.00071245,0.031433,0.053832,0.039304,0.014798,0.022358,0.00017672,0.003643,0.010015,0.017137,0.038358,0.026092,9.8781e-06,0.069281,0,0.00087535,0.057391,0,0.010888,0.054734,0.049158,0.026424,0.040963,0.016225,0.027794,4.7576e-06,0.011005,0.00068752,0.0047108,0.008677,0.0083508,0.0069771,0.00012533
0.0078555,0.0072442,0,0.0016987,0,0,8.8976e-06,0,0.0059193,0,0.0010741,0.001495,0,0.00048938,0.031061,0.022065,0.0071417,0.009021,0,0,0,0.0010579,0.02209,0.052372,0.050857,0.033765,0,6.4813e-06,0,0.0024027,0,0,0,0,0,0,0,0.029667,0,0,0,0.00090648,0.0092299,0.01039,0.0030772,0.0069718,0.00021541
0.0035087,0.0020349,0,0.066333,0,0,8.7363e-05,0.0037731,0.0097005,0,0.0013289,0.011556,0,0,0.07401,0.061252,0.00024593,0.010959,0,1.9191e-05,0.00017981,0.0014565,0.082619,0.057883,0.065234,0.038934,0,3.6656e-07,0,0.068477,0,0,0,0,0,0,0,0.065573,0,0.023405,0,0.001712,0.012669,0.024753,0.0099329,0.013387,0.0005976
0.0057503,0,0,0.015045,0,0,0.0050301,0,0.015096,2.3262e-07,0.00011666,0.0008385,0,0.1753,0.085242,0.027397,0.0061149,0.0071164,0,2.8125e-05,0.095154,0.00090819,0.10261,0.07756,0.082229,0.047051,0,0.002687,0.1287,0.028755,0,0.13155,0,0,0.001046,0,0,0.089193,0,0.090297,0,0.0064524,0.029935,0.042239,0.017766,0.033863,0.10252
0.0075406,0.0014339,0,0.14411,0,0,3.4468e-06,0.023035,0.020707,2.5681e-07,2.0181e-05,0.018886,0.064888,0.011203,0.082119,0.20722,3.8582e-05,0.10757,0,0.051574,0.029404,0,0.14857,0.10572,0.09696,0.12476,0.1163,0.0067815,0.2133,0.026139,0,0.09703,0,0,0.013182,0,0,0.08396,0,0.059968,0.001102,0.25276,0.10446,0.129,0.14142,0.1884,0.16898
0.42275,0.62328,0.1898,0.29744,0.61747,0.16393,0.2866,0.74553,0.57106,0.34369,0.18228,0.44963,0.29452,0.26569,0.13431,0.26358,0.5811,0.31965,0.33469,0.3203,0.68825,0.13902,0.16622,0.16284,0.17767,0.23599,0.78768,0.25996,0.12017,0.49974,0.59395,0.38167,0.73492,0.71881,0.24752,0.20481,0.23813,0.25124,0.72861,0.1121,0.14761,0.265,0.34986,0.35117,0.4338,0.34125,0.32504
0.0082107,0.0045968,0,0.11183,0,0,0.0037251,0,0,3.9465e-07,0.000629,0.0003311,0,0.46371,0.17935,0.073323,0.00082328,0.030488,0,0.00010269,0.11125,0.010943,0.14903,0.13652,0.088035,0.11726,0,0.00097869,0.39292,0.050378,0,0.31271,0,0,0.0013707,0,0,0.14038,0,0.40724,0,0.01544,0.069011,0.061038,0.042684,0.064212,0.22744
0.030263,0.010253,0,0.13318,0,0,0.0092692,0.014462,0.0038672,3.0875e-07,0.0028084,0.024072,0,1.691e-05,0.17292,0.12856,0.016105,0.022082,0,0.00011357,0.015148,0.012027,0.15798,0.13281,0.12747,0.14432,0,0.0024471,9.7238e-06,0.20937,2.2382e-07,0,0,0,0,0,0,0.094131,0,0.18227,0,6.9454e-07,0.082473,0.085674,0.062907,0.080558,0.010041
0.017953,0.006124,0,0.060276,0,0,3.5517e-06,0,0,2.1757e-07,0.0026062,0.00039935,0,7.2459e-06,0.11446,0.059877,0.010666,0.024777,0,6.3272e-05,0,0.012586,0.10917,0.17161,0.12407,0.1129,0,0.0023952,9.2163e-06,0.043102,0,0,0,0,0,0,0,0.14104,0,0,0,0.01271,0.10378,0.082935,0.052481,0.1077,0.15611
0.44148,0.30489,0.8045,0.15976,0.35939,0.83162,0.68215,0.20755,0.34874,0.6246,0.8042,0.46018,0.56377,0.081213,0.12582,0.12529,0.32394,0.42903,0.65051,0.60544,0.060443,0.81836,0.051705,0.085541,0.14913,0.11893,0.096014,0.65546,0.14489,0.070757,0.34866,0.07705,0.25419,0.22645,0.68772,0.76876,0.7209,0.08858,0.2436,0.12471,0.84028,0.44432,0.23388,0.20411,0.22758,0.15667,0.008932
0.98685,0.98074,0.99271,0.97469,0.99168,0.9991,0.99078,0.96638,0.96463,0.99208,0.98823,0.97655,0.54871,0.77401,0.87485,0.54023,0.90685,0.99883,0.99514,0.98538,0.88128,0.99875,0.65441,0.9968,0.98705,0.16706,0.75043,0.96208,0.81783,0.40608,0.9957,0.76998,0.99834,0.99833,0.99028,0.98397,0.99798,0.94072,0.62963,0.80512,1,0.976,0.99507,0.99683,0.91701,0.64888,0.75234
