0.3248,0.33019,0.67493,0.064241,0.3346,0.71271,0.53624,0.54482,0.30617,0.51269,0.67005,0.35986,0.45575,0.24685,0.079426,0.045296,0.37704,0.27338,0.52667,0.45602,0.38789,0.68449,0.025683,0.024271,0.020101,0.017485,0.31104,0.53527,0.14245,0.25174,0.2316,0.056748,0.29408,0.30598,0.54734,0.63481,0.58445,0.074546,0.24183,0.039136,0.72562,0.34166,0.11761,0.10706,0.16474,0.12202,0.051563
0.013099,1.0345e-06,0,0.044649,0,0,6.9009e-06,0,0.0068935,4.061e-07,3.9645e-05,0.0021499,0.016069,0.025775,0.023917,0.037482,0.0015721,0.035042,0,0.0059527,0.067324,0.00020142,0.051912,0.024725,0.042141,0.043045,0.0027059,0.0068804,7.856e-06,0.031027,0.06428,0.024319,0.028389,0.016632,0.00717,0.0039412,0.0053726,0.068274,0.066464,0.042816,0.0023222,0.059323,0.023402,0.026555,0.02819,0.027793,0.044924
0.02265,0.014692,0,0.037793,0,0,0.0025968,0,0.0065526,2.8559e-07,4.1085e-05,0.0021672,0.0057304,0.007389,0.023375,0.038751,0.015493,0.029525,0,0.00037937,0.0038235,0.024549,0.050352,0.10588,0.071244,0.06277,0.098831,0.011165,6.0294e-06,0.021864,0.049166,0.022871,0.0031102,0.00046298,0.006975,0.0044179,0.0061343,0.06025,0.028189,0.038864,0.0020958,0.010213,0.053041,0.061314,0.043162,0.063913,0.05957
0.011169,0.00010275,0,0.15775,0,0,2.1388e-05,0,0.0075618,3.5435e-07,0.0060704,0.0043599,0.0073058,0.0010351,0.19139,0.095689,0.0050297,0.022927,0,0.0069614,0.06746,0.00047018,0.08641,0.06093,0.084194,0.08324,0,0.006523,0.17414,0.022321,0.027728,0.092333,0.0039475,0.0096413,0.006699,0.0045199,0.0056546,0.078729,0,0.049316,0.0021522,0.0073649,0.085109,0.079289,0.052052,0.070001,0.069428
0.030968,0.010871,0,0.07099,0,0,0.007396,0.031334,0.010282,4.0527e-07,0.0049854,0.028382,0.0030346,0.24402,0.039298,0.083901,0.011782,0.026158,0,0.0012524,0.024151,0.021796,0.087031,0.13683,0.10424,0.099142,0,0.0077832,5.72e-06,0.027457,0.041043,0.11525,0.012757,0.0034983,0.0072494,0.0038424,0.0057169,0.067813,0,0.066204,0.0022655,0.0025023,0.049058,0.041418,0.023575,0.035495,0.08468
0.021964,0.010684,0,0.062875,0,0,0.011158,0.010765,0.0080935,1.7441e-07,0.0024929,0.037346,0.01,0.010761,0.054517,0.085839,0.014985,0.021208,0,0.0066092,0.00046546,0.0040654,0.1029,0.087773,0.10839,0.11593,0,0.011312,6.1971e-06,0.025344,0.041322,0.19249,0.0047259,0.010264,0.0065916,0.0044884,0.0057473,0.081436,0,0.1432,0.0021359,0.0035182,0.058693,0.074362,0.06052,0.069592,0.13553
0.0079994,7.6811e-05,0,0.18891,0,0,4.5098e-05,0.00047283,0.0082671,8.2337e-07,0.0016491,0.0057028,0.0024065,0.010568,0.22208,0.1482,0.0014984,0.030955,0,0.00039859,0.016709,0.00089027,0.1207,0.15886,0.12609,0.12691,0,0.0045707,0.21915,0.025397,0.023045,0.1237,0.0011203,0.0029129,0.0075998,0.0039687,0.0055056,0.071512,0,0.18585,0.0022783,0.024929,0.053086,0.048759,0.029808,0.046611,0.087151
0.021011,0.014664,0,0.067091,0,0,0.012235,0,0.0070134,1.2291e-07,0.0002536,0.0031448,0.0044231,0.11317,0.066849,0.11181,0.01635,0.02873,0,0.0073731,0.024756,0.021674,0.12012,0.10543,0.13404,0.13601,0.042271,0.0086951,1.3453e-05,0.030341,0.023968,0.048931,0.0061299,0.0064819,0.0099508,0.0038013,0.0059765,0.096239,0.039408,0.15974,0.0024278,0.012232,0.083437,0.085897,0.047647,0.093162,0.13044
0.021707,0.00026942,0,0.10625,0,0,8.3767e-05,0,0.0068025,9.4362e-07,5.2916e-05,0.0038627,0.26666,0.032702,0.10251,0.15827,0.00058871,0.071807,0,0.0017148,0.023592,0.00085276,0.14817,0.17201,0.14825,0.15088,0.0023096,0.012235,0.13596,0.03447,0.0096396,0.10471,0.0058785,0.0006923,0.01208,0.0045003,0.0052219,0.077861,0.066782,0.12034,0.0019959,0.036444,0.10874,0.11502,0.14791,0.098097,0.063642
0.52211,0.61446,0.32364,0.19659,0.66303,0.28601,0.42824,0.40995,0.62974,0.48572,0.31306,0.54984,0.2257,0.29933,0.19462,0.19199,0.5542,0.45854,0.47169,0.5113,0.37511,0.23947,0.20463,0.12142,0.15927,0.16237,0.53733,0.39301,0.32587,0.52705,0.48683,0.21153,0.63718,0.63897,0.38621,0.32988,0.36844,0.31946,0.55465,0.14589,0.25541,0.49977,0.36621,0.35801,0.39887,0.369,0.26444
