0.78554,0.77681,0.20988,0.55545,0.8763,0.84782,0.8726,0.94109,0.86939,0.73706,0.95934,0.92318,0.93621,0.97174,0.91514,0.84611,0.86078,0.92205,0.82544,0.40326,0.92684,0.97126,0.92667,0.95056,0.17792,0.83817,0.88814,0.98028,0.93031,0.93567,0.88632,0.89878,0.9792,0.89694,0.94662,0.95904,0.94851,0.91197,0.89299,0.87862
0.0035774,0,0.00017456,0.13276,0,0,0,0.021818,0,0,0.0050542,0,0,0,0,0,0,0.0015151,0,0.0024572,0,0,0,0,0,0,0,0.0052149,0,0,0,6.3307e-05,0,0.0045093,0.038367,0.0021578,0,0.0015134,0.011956,0
0.0054409,0,0.0035645,2.3346e-06,6.8511e-05,0.0001326,0,0.0057475,0,0,0.0010926,0.0024908,0.00082974,0.00017153,0.0056354,0.00468,0.0028649,0.0048706,0.0013842,0.0041492,0.014272,0.0017892,0.0030955,0.0086731,0,0.0010584,0,0.0020744,0,0,0.0057558,0.0010435,0.0048445,0.0056197,0.0082825,0.0014211,0.0015757,2.6133e-05,0.0081234,0.0026097
0.0017381,0,0.004834,0,0,5.6125e-05,0.00053295,0.0011741,0.0087072,0,0.0010319,0,0,0.017416,0,0,0,0.002166,0,0,0.00031102,0,0,0,0,0.00078494,0.0032018,0.0015165,0,0,0,0.00014266,0,0,0,0.00019171,0,0.0032262,0.0066378,0
0.022881,0,8.4489e-07,0.049222,0.0049731,0.027629,0.076961,0.01323,0.019826,0.1033,0.00015412,0,0,0.00057391,0,0,0,0.0022005,0,0,0,0.0020763,0,0,0,0,0,0.0017109,0,0,0,0.012426,0,0.0021135,3.8707e-05,1.4061e-06,0.010259,0.014192,0.010515,0.027864
0.15343,0.21232,0.60264,0.15413,0.11402,0.092877,0.037247,0.014255,0.075879,0.13553,0.032382,0.074144,0.062895,0.0097325,0.077772,0.14888,0.13483,0.066844,0.17195,0.066959,0.051517,0.024352,0.069796,0.040763,0.54177,0.11215,0.10563,0.0080929,0.069686,0.064096,0.10774,0.087359,0.015959,0.086825,0.0066619,0.034027,0.039545,0.058799,0.06844,0.090785
0.00015271,0,1.2594e-05,5.3093e-06,8.6906e-05,0,0.0002229,0.00043479,0.0025982,0,0.00018494,0,0,0,0,0,0,0.00023333,0.00040224,0,0,0,0,0,0,0,0,2.2701e-05,0,0,0,0,0,0.0003593,0,0,0,0.0036678,0,0
0.0024759,0,0.0033145,0.0011776,4.0914e-06,2.7179e-05,0.00097569,0.00093623,0.00041986,0,0.00032458,0.00016978,5.8415e-05,0.00016955,0.00056479,0.0003243,0.0013658,0,0.00030045,0.00013767,0.00080879,0.00051046,0,0,0,0,0.00033775,1.9255e-05,0,0,0.00018827,0,0,0.0019792,0,0.00039173,8.5934e-05,0.0021446,0.00059765,0
0.0022784,0,0.0035675,0.00069867,0,0.0014423,0,0.00094364,6.3093e-06,0,0.00018604,0,0,0,0,0,0,8.3481e-06,0,0,0,0,0,0,0,0,0,8.0066e-05,0,0,0,7.6086e-05,0,0.0016142,0,0.0011061,0,0.00049017,0.00070029,4.2165e-07
0.022486,0.010868,0.17201,0.10655,0.0045497,0.030013,0.011464,0.00036721,0.023175,0.024114,0.00024854,1.8126e-05,6.6001e-06,0.00019991,0.00088404,0,0.00015474,0.00010905,0.00052899,0.52304,0.0062561,1.2737e-05,0.000442,0,0.28031,0.047833,0.0026926,0.00099248,0,0.00023009,0,0.00011312,0,3.8311e-05,3.2653e-05,0.0016642,2.6341e-05,0.0039683,3.9253e-05,0.00011736
5.5319e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.8315e-05,0,4.2605e-05,0,0,2.2609e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7675e-06,0,0,0,0,0,0,0,0,0,0,0,0,9.4594e-06,0,0
3.9393e-05,0,0.0022043,0,0,8.0892e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9825e-05,0,0,0,0,0,0,0,0,0,0,0,0,3.6624e-05,0,0
0.00028876,9.7605e-07,0.026319,0,5.2125e-06,0.00011465,0,0,3.662e-06,0,0,0,0,0,0,0,0,0,0,0,3.5244e-05,0,0,0,0.00079294,0,0,0,0,0,0,0,0,0,0,0,0,0.00024162,0,3.7923e-07
0.00078126,5.483e-05,0.2977,0,5.3299e-05,0.00018869,0,0,0.015812,0,0,6.7783e-05,0,0,4.1734e-07,0,0,0,0,0,0.00018468,0,0,0,0.0036107,0,0,0,0,0,0,0,0,0,0,7.9779e-05,0,0.00034713,0,1.557e-06
0.0023216,0.0012569,0.28795,6.4724e-06,0.00049599,0.00038119,1.892e-05,0,0.17257,0,1.0999e-06,0,0,0,3.5696e-06,0,0,0,0,0,0.00081177,0,0,0,0.016722,0,0,0,0,0,0,0,0,0,0,0.0012653,0,0.0056821,2.3893e-06,6.2356e-06
0.017265,0.034575,0.14493,0.0010207,0.0027416,0.00096693,0.00017971,8.6234e-06,0.0032606,0,0.00013801,0,3.5652e-05,6.9785e-06,1.5949e-05,0,0,0,0,0,0.0001553,0,0,0,0.3102,0.0044565,0,2.9691e-06,0,0,0.00029682,0,0,0.00011163,2.0162e-06,4.6563e-06,0.010402,0.021891,0.00011076,7.796e-06
0.058523,0.62751,0.23284,0.018371,0.0030553,0.024691,0.0021083,0.00045867,0.0070636,0.0032739,0.0013978,0.00034412,9.6734e-05,0.00036999,0.00012377,0,0,0,0.0001504,0,2.5295e-05,4.1121e-06,9.0019e-06,0,0.12731,0.48331,0,2.3488e-05,0,9.3395e-05,0.0053461,0.00028205,0,0.0043813,9.1861e-05,0.00018434,0.00031506,0.015682,0.015073,4.2629e-05
0.49481,0.015369,0.0077941,0.87728,0.052486,0.019723,0.051321,0.0047001,0.008098,0.009242,0.022848,0.0087121,0.018827,0.0024599,0.0099244,0.021755,0.0013585,0.00069078,0.10072,0.39754,0.0075192,0.0016858,0.002262,0.005658,0.33682,0.00047628,0.0053769,0.00070345,0.031329,0.018842,0.021564,0.0044854,0.00012173,0.015471,0.0017225,0.0077886,0.0081554,0.015967,0.91296,0.03211
