0.025734,0.056117,0.049315,0.032895,0.029653,0.018899,0.039432,0.053057,0.039453,0.016718
0.067304,0.06312,0.05772,0.065488,0.060386,0.047762,0.048122,0.055,0.048031,0.04278
0.049617,0.058222,0.057611,0.034894,0.038745,0.06266,0.060025,0.049528,0.065894,0.05839
0.082531,0.058035,0.067878,0.061023,0.073188,0.070464,0.075907,0.064591,0.068905,0.094885
0.10125,0.063702,0.083493,0.095285,0.092268,0.076705,0.084971,0.067401,0.073502,0.094753
0.10918,0.065765,0.10727,0.12969,0.12394,0.092565,0.083602,0.08113,0.09244,0.10945
0.11994,0.068474,0.097146,0.11605,0.12386,0.11316,0.10346,0.091863,0.097738,0.11592
0.1068,0.071569,0.10617,0.084112,0.080614,0.12646,0.14878,0.082404,0.12233,0.15037
0.16388,0.10966,0.13744,0.17224,0.15211,0.18332,0.14509,0.11209,0.15095,0.13885
0.17349,0.38521,0.2359,0.20817,0.22515,0.20792,0.21056,0.34274,0.24048,0.17773
0.0005602,0.00038502,0.00012893,0.00016277,6.3933e-05,9.8352e-05,0.00012793,0.00027414,0.00020432,0.00016875
0.0012719,0.00059966,0.00042071,6.3118e-05,5.5745e-05,0.00028176,2.5937e-05,0.00011355,0.00026901,7.4011e-05
0.0010752,0.00030351,0.0013447,0.00028052,0.00036744,0.001263,1.5455e-07,0.00027364,0.00021646,1.3283e-05
0.0012113,0.0045299,0.0040998,0.00030072,0.00023185,0.0039051,3.2884e-05,0.00088971,0.0011543,0.0008645
0.0023477,0.0050237,0.021743,0.0011013,0.0047845,8.0351e-05,0.0037635,0.0101,0.0073019,0.0098749
0.0054861,0.0057751,0.035126,0.017925,0.012531,0.00016828,0.0037214,0.019538,0.029488,0.011868
0.0036234,0.0014067,0.004735,0.0062694,0.00016511,5.564e-05,0,0.0046699,0.013977,0.010284
0.0033523,0,0.00053182,0.0016378,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.0013994,0.00087295,0.00044032,0.00037215,0.00018254,0.00015865,0.00022904,0.00060262,0.00084024,0.00040407
0.0040269,0.0010257,0.0013125,0.00015143,0.0001245,0.0005649,7.0125e-05,0.00045001,0.00058174,0.00020192
0.0026096,0.00082092,0.0031193,0.00069331,0.00087748,0.0022867,2.0093e-06,0.00092696,0.0004593,9.2057e-05
0.0040839,0.013366,0.0076379,0.0012668,0.00084113,0.015395,0.00017984,0.004757,0.0026346,0.0018934
0.0061837,0.015144,0.02333,0.0056834,0.013459,0.0037746,0.010917,0.026886,0.01633,0.021308
0.020459,0.0056637,0.042863,0.035721,0.074298,0.00030389,0.027358,0.088492,0.051919,0.070464
0.070891,0.0023569,0.029565,0.072764,0.016974,0.00018233,0.00055813,0.063489,0.077415,0.03367
0.046322,0,0.0086811,0.020627,0,0,0,0.00056686,0.010413,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.0023246,0.0010341,0.00057697,0.00071742,0.00030376,0.0001632,0.0003594,0.0010358,0.00091874,0.00065473
0.0038302,0.0011593,0.001599,0.00020649,0.00013908,0.00081667,9.2902e-05,0.00097068,0.00085143,0.00037435
0.0027479,0.0005944,0.0041764,0.00074441,0.0011438,0.0039756,9.3927e-06,0.0016625,0.00048652,0.00037691
0.0058766,0.010667,0.011242,0.0019983,0.0027672,0.037679,0.00018052,0.007265,0.0030668,0.0028675
0.0048649,0.038122,0.022849,0.013038,0.023599,0.036198,0.014205,0.032985,0.01765,0.019633
0.012521,0.020359,0.043735,0.044204,0.084298,0.00033021,0.14623,0.080739,0.059768,0.0544
0.043339,0.0082711,0.036651,0.077206,0.04296,0.00047753,0.045661,0.1084,0.064744,0.024118
0.079237,4.3868e-05,0.017658,0.043852,0.002639,1.8231e-06,0,0.014564,0.030375,0.0011088
0.0031039,0,0.00060968,0.00038522,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.0025395,0.0011083,0.00073606,0.00092064,0.00038904,0.00017459,0.00047058,0.0014246,0.001518,0.00072932
0.0031373,0.0013335,0.0021493,0.0003191,0.0001446,0.0010112,7.7037e-05,0.0016126,0.0012023,0.00065991
0.0027927,0.00029821,0.0051772,0.00067396,0.0012444,0.0054327,1.9566e-05,0.0026618,0.00060488,0.00048394
0.0053211,0.0071826,0.017405,0.0054082,0.0058433,0.031416,0.0001009,0.0059459,0.0026427,0.0031734
0.0058608,0.071436,0.040895,0.018799,0.0333,0.079955,0.0043334,0.019872,0.01347,0.01695
0.02231,0.051861,0.056406,0.038444,0.060647,0.022175,0.095447,0.057514,0.04613,0.053533
0.05376,0.010394,0.056576,0.073715,0.066305,0.00029996,0.13094,0.054824,0.10055,0.10162
0.036299,0.0041435,0.023469,0.048124,0.016629,8.0794e-06,0.00051661,0.013403,0.062492,0.021413
0.055402,0,0.011225,0.032746,0.00032862,0,0,0,0.017403,0.000397
0.0010956,0,0.0002983,0.00034324,0,0,0,0,0,0
0.0030419,0.001106,0.0008121,0.0010816,0.00043185,0.00026336,0.00047922,0.0015573,0.0015182,0.00094184
0.003126,0.0014039,0.0024829,0.00061252,0.00020317,0.0012615,6.9876e-05,0.0023572,0.0013947,0.00090178
0.0024892,0.00038647,0.005687,0.00045795,0.00086429,0.0050884,2.5279e-05,0.0024194,0.00068927,0.00036788
0.0040275,0.0035694,0.019141,0.0035662,0.004343,0.019441,7.0777e-05,0.0047816,0.0018249,0.0016719
0.0046685,0.047874,0.037788,0.0095339,0.015157,0.079757,0.0016074,0.01069,0.0091068,0.0051961
0.0099629,0.12162,0.032799,0.012617,0.034516,0.066751,0.030661,0.029145,0.024124,0.034501
0.026094,0.052205,0.077883,0.030347,0.16074,0.00014158,0.12956,0.037991,0.065996,0.085579
0.066186,0.0034654,0.066901,0.12871,0.11445,3.172e-06,0.004202,0.077016,0.073874,0.083836
0.11935,0,0.033515,0.099752,0.010517,0,0,0.049107,0.028585,0.049187
0.019491,0,0.0044835,0.0058425,0.00032079,0,0,0,0,0
0.0028578,0.0012009,0.00081308,0.001294,0.00058889,0.00020639,0.0004715,0.0017451,0.0017827,0.0010064
0.0027564,0.0015845,0.0020916,0.0010206,0.00033967,0.001646,0.0001115,0.0026198,0.0019726,0.0012043
0.004811,0.0011827,0.0052408,0.00051684,0.00046905,0.0045375,2.8721e-05,0.0029108,0.00091521,0.00031771
0.0043417,0.003164,0.015296,0.0016906,0.0024898,0.0081838,5.1452e-05,0.0033582,0.001545,0.00097023
0.0047514,0.02206,0.023329,0.0042183,0.0064719,0.034822,0.00045407,0.0056453,0.0041207,0.00061266
0.011728,0.083209,0.019867,0.0026829,0.016022,0.093231,0.005952,0.016848,0.0091173,0.0069186
0.0079831,0.11734,0.030124,0.016004,0.036677,0.07524,0.052064,0.020603,0.0055352,0.031664
0.0057203,0.047257,0.0082716,0.029051,0.041712,0.01773,0.033137,0.0069239,0.0010809,0.078079
0.0014003,0.00011796,0.00084627,0.0024589,0.021464,0,0.16338,0.001985,0.00022444,0.069997
0,0,0,0,0.0016951,0,0.00072143,0,0,0.00066148
0.0031204,0.0011507,0.00085227,0.0014865,0.00062147,0.00035085,0.00048519,0.0019093,0.0022934,0.0012718
0.0027405,0.0019818,0.0020252,0.0013427,0.0005329,0.0021016,0.00022452,0.0028803,0.0024848,0.0013731
0.010615,0.001958,0.0046691,0.0010243,0.00045586,0.0038587,0.00011224,0.0039677,0.0022131,0.00060913
0.0079052,0.0020156,0.0077735,0.0010542,0.0017716,0.0036031,9.2785e-05,0.003252,0.0022636,0.00058995
0.007346,0.0079965,0.0096775,0.0023614,0.0035946,0.017359,0.00041137,0.002525,0.0024514,0.00070043
0.0065052,0.030464,0.0047092,0.0041611,0.010896,0.052628,0.00054348,0.0034916,0.0029052,0.0035512
0.00067306,0.046201,0.0010618,0.018634,0.010398,0.098614,0.0035721,0.001387,0.0014626,0.0035679
2.0195e-05,0.030893,3.3579e-06,0.0023061,0.0036568,0.068527,0.034784,0,0.00029566,0.0027951
0,0.0013481,0,0,0.00010317,0.0019832,0.031056,0,0,0.0011171
0,0,0,0,0,0,0,0,0,0
0.0029177,0.0011455,0.00088661,0.0014881,0.00053858,0.00037372,0.00049802,0.0019535,0.0016826,0.0015076
0.0025045,0.002423,0.0018728,0.001341,0.00066815,0.0026998,0.00035021,0.0032399,0.0033138,0.0013908
0.011374,0.0032538,0.0039533,0.0018131,0.00093401,0.0033129,0.00024969,0.004472,0.0044613,0.0021987
0.013433,0.002635,0.0042487,0.00066274,0.00062236,0.0029773,0.00021919,0.0058954,0.0074396,0.0011084
0.0067674,0.0035664,0.0032607,0.00043641,0.0011952,0.0098141,6.5832e-05,0.0031406,0.0027045,0.00045737
0.00063535,0.0038163,0.00040522,0.0005667,0.0012249,0.0099148,2.7377e-05,0.00051829,0.00072122,0.00083449
3.514e-06,0.0019773,0,0.00056134,0.0013636,0.0080173,6.1178e-05,3.7218e-05,5.8889e-05,0.00029823
0,0.0011107,0,0,0.00026543,0.0045128,0.00041783,0,1.0882e-07,0
0,2.3253e-05,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.0031645,0.0011793,0.00088441,0.0014802,0.00054479,0.00049595,0.00053759,0.0019893,0.0018544,0.0015922
0.0022349,0.0027467,0.0015321,0.00092529,0.00063458,0.0034316,0.00060713,0.002923,0.0031153,0.0013334
0.011817,0.0053957,0.0042158,0.0038146,0.0023255,0.0038921,0.0011299,0.0050234,0.0079165,0.0040227
0.01498,0.0059893,0.004135,0.0039934,0.0019239,0.0037632,0.0018234,0.0098148,0.016052,0.0061318
0.0067981,0.0096007,0.0016264,0.0011668,0.00075503,0.0079789,0.00087122,0.0056556,0.007585,0.0048448
6.7062e-05,0.0017625,1.5935e-05,5.0965e-05,0.00016381,0.0032531,0.0003073,0.00023605,0.0013515,0.0013779
0,8.0872e-06,0,0,2.2837e-06,0.00034355,0,0,1.0375e-06,1.8962e-05
0,1.0267e-07,0,0,0,8.7938e-05,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0.003371,0.0012147,0.00099285,0.0015814,0.00056761,0.0005967,0.00054727,0.0024238,0.0021488,0.0018118
0.0039931,0.0029002,0.0015431,0.00087221,0.00076993,0.0035406,0.00083866,0.0031417,0.0032764,0.0014226
0.015151,0.0066603,0.0050002,0.0067045,0.0043312,0.0044171,0.0027082,0.0046153,0.0087771,0.0061269
