0.027155,0.14475,0.022551,0.056299,0.010231,0.098585,0.037229,0.2133,0.02883,0.004084,0.33129,0.0067712,0.013252,0.0089553,0.010325,0.011457,0.015256,0.043325,0.016044,0.024876,0.018096,0.037218,0.0089585,0.017613,0.26252,0.01443,0.022058,0.18417,0.0098226,0.019786,0.042495,0.071705,0.039967,0.003646,0.070429,0.39684,0.1261,0.018741,0.090504,0.076002,0.068895
0.07166,0.011489,0.040137,0.075888,0.032852,0.048286,0.042167,0.00081793,0.080768,0.036862,0.0049878,0.035977,0.039739,0.060677,0.035467,0.029349,0.047007,0.064733,0.043278,0.061976,0.2246,0.05957,0.031314,0.0449,0.031113,0.030935,0.027375,0.1295,0.03458,0.038785,0.10798,0.086083,0.12381,0.0020376,0.027556,0.0041837,0.141,0.037075,0.045883,0.032278,0.071741
0.046759,0.080094,0.057483,0.024026,0.0965,0.085691,0.087247,0.033356,0.048868,0.061438,0.0042562,0.029995,0.06923,0.086892,0.049205,0.05364,0.073537,0.050959,0.056295,0.12652,0.041956,0.039459,0.075033,0.059733,0.034528,0.057178,0.046688,0.014868,0.052017,0.048209,0.028646,0.02405,0.16368,0.006491,0.084295,0.0080905,0.10477,0.059351,0.076773,0.048206,0.10611
0.058852,0.052229,0.1212,0.028303,0.093267,0.033853,0.070576,0.0012816,0.049037,0.09871,0.00061605,0.069576,0.0908,0.11979,0.090184,0.11359,0.094904,0.069463,0.090604,0.098469,0.054611,0.074912,0.070263,0.070506,0.024563,0.065331,0.083251,0.053854,0.075244,0.099207,0.084876,0.10331,0.18412,0.029017,0.064542,0.0035868,0.11151,0.096919,0.12534,0.080498,0.053953
0.073936,0.098676,0.10269,0.039596,0.099281,0.078038,0.10771,0.036271,0.057548,0.094295,0.0018767,0.063701,0.10461,0.097534,0.10586,0.093236,0.10725,0.074546,0.097042,0.084094,0.054734,0.040721,0.10426,0.08474,0.18529,0.088533,0.1034,0.029138,0.099518,0.10617,0.030577,0.072391,0.14782,0.10629,0.10139,0.0061495,0.090567,0.091438,0.079128,0.06168,0.048334
0.13168,0.097839,0.099183,0.062724,0.11528,0.082696,0.093086,0.019638,0.090815,0.079859,0.00091137,0.15866,0.10182,0.12133,0.12046,0.12385,0.13561,0.09975,0.10368,0.086674,0.037996,0.11032,0.12177,0.10047,0.080017,0.11086,0.087075,0.033428,0.1151,0.10175,0.18906,0.080893,0.072844,0.42379,0.066646,0.0050523,0.07471,0.095457,0.080886,0.076953,0.043838
0.11891,0.08996,0.13317,0.081383,0.11262,0.042727,0.15446,0.0068902,0.044451,0.20224,0.00061584,0.14194,0.10816,0.093978,0.12874,0.18552,0.12649,0.11571,0.13792,0.097853,0.072769,0.066988,0.12121,0.11497,0.1354,0.11563,0.083987,0.21757,0.14212,0.11416,0.030268,0.11111,0.10907,0.12308,0.085797,0.0037375,0.05162,0.12344,0.12304,0.10496,0.037155
0.068264,0.11551,0.12969,0.12201,0.11145,0.076096,0.16409,0.042879,0.11813,0.11578,0.0049277,0.11119,0.13079,0.14419,0.15325,0.13986,0.12724,0.10466,0.14058,0.11492,0.26062,0.067122,0.16075,0.13975,0.12971,0.17906,0.19664,0.029096,0.14404,0.17325,0.11835,0.049191,0.060645,0.087165,0.076508,0.0053861,0.052826,0.13898,0.064205,0.085753,0.075332
0.23563,0.1357,0.12655,0.20181,0.12084,0.11573,0.10438,0.006267,0.19667,0.18412,0.0054492,0.20044,0.15558,0.12697,0.16377,0.12139,0.14748,0.1596,0.12543,0.16167,0.093872,0.13709,0.16134,0.17355,0.070759,0.14678,0.10127,0.19201,0.16606,0.1492,0.024891,0.11751,0.043608,0.1007,0.12974,0.0031104,0.043617,0.15619,0.04535,0.12902,0.1257
0.16697,0.17354,0.1672,0.30795,0.20768,0.33807,0.13889,0.63922,0.28477,0.12261,0.64491,0.18175,0.18589,0.13961,0.14264,0.12804,0.12523,0.21708,0.1891,0.14273,0.14076,0.36639,0.14507,0.19331,0.045719,0.19124,0.24816,0.11603,0.16138,0.14948,0.34254,0.2836,0.053875,0.11778,0.29278,0.5636,0.20319,0.18225,0.26866,0.30465,0.3688
0.00016041,0.00032046,0.00030508,1.0859e-05,8.0019e-07,0.00038951,2.7204e-05,0.00023049,0.0001786,9.1418e-06,0.00030778,7.5253e-05,8.2121e-05,6.1212e-06,2.4004e-05,3.9772e-05,1.073e-06,0.00071296,5.0787e-06,0.00041671,2.2651e-06,5.8841e-05,3.7013e-05,0.00081008,3.6065e-06,7.3751e-06,5.084e-05,0.00010622,5.2991e-05,3.2576e-05,8.2901e-05,0.00031419,1.0528e-07,1.4487e-06,6.2893e-05,0.00019264,1.6997e-05,0.0003032,0.00023682,2.7511e-06,0.00010179
0.00056511,0.0018222,0.00059604,8.8196e-05,8.4719e-06,0.0028544,0.00017589,0.001199,0.00049502,2.9777e-05,0.001382,0.00056292,6.0828e-05,2.6859e-05,9.0035e-05,1.7212e-05,9.5494e-06,0.0020505,3.5695e-06,0.0011171,7.4236e-06,0.00015985,0.00021881,0.0025921,7.1015e-05,4.1375e-05,0.00034402,0.00028122,2.3132e-05,0.00021112,0.00016503,0.00017974,9.3364e-06,0.00010651,4.6765e-05,0.00038738,7.8199e-05,0.0022352,0.0007272,0.00010835,0.00047298
0.00081817,0.0029996,0.00013209,0.00031387,5.4541e-05,0.0068514,9.0949e-05,0.0055302,0.00012921,0.0001134,0.002576,0.0013712,4.6378e-05,0.00012732,0.000128,3.8739e-05,0.00014712,0.0035743,6.9145e-05,0.00046512,3.7655e-05,0.000581,0.00020408,0.0037378,0.00065284,2.2192e-05,0.0001194,0.00034389,0.00011567,0.00052159,0.00016372,0.0014514,0.00013771,0.00045343,0.00015198,7.4029e-05,6.3179e-05,0.0041027,0.00066434,0.0022128,0.0010911
0.00043929,0.0041301,0.00050657,0.0013459,2.0061e-05,0.0023876,0.00046924,0.0082727,0,0.0010183,0.0030321,0.0040008,0.00020427,0.00028347,0.00037358,0.00093662,0.00079631,0.0046343,0.0010348,0.0002357,0.00031369,0.0012533,0.0014726,0.0047306,0.011255,9.9256e-05,0.0011732,0.00034607,0.0011882,0.0003029,0.00078506,0.016063,0.060148,0.00086388,0.0003563,4.6589e-05,0.002372,0.0036442,0.00069614,0.0075218,0.0010825
0.058494,0.003481,0.036119,0.0029129,0.00020608,0,0.001763,0.0079145,0,0.0034493,0.0035949,0.013763,0.0045975,0.0079292,0.0016337,0.010549,0.0017404,0.005467,0.00738,0.00036624,0.0018224,0.079883,0.023806,0.0010329,0.018177,0.0003271,0.067552,0.09469,0.034964,2.1185e-05,0.09996,0.0090019,0.0017828,0.002394,0.012694,0.026383,0.053954,0.0019767,0.00074794,0.016065,0.00035441
0.0021368,0.012037,0,0.011418,0.0084473,0,0.071569,0.010785,0,0.008436,0.022472,0.055051,0.021148,0.11369,0.0086078,0.0045952,0.017799,0.0060156,0.034766,0.037539,0.0055465,0,0.052375,0,0,0.045614,0.0062035,6.052e-05,0.05091,0,2.5088e-07,0.018884,0,0.0097128,0.031761,0,0.047733,0,0.047603,0.026175,0.0017901
0,0.011882,0,0.060699,0.082269,0,0,0,0,0.11848,0,0,0,0,0.091533,0.03768,0.13953,0.05082,0,0,0.21254,0,0,0,0,0,0,0,0,0,0,0,0,0.030829,0,0,0,0,0.040063,0.013853,0.06964
0,0,0,0.072708,0.12351,0,0,0,0,0.02264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13822,0,0,0,0,0,0.039642,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015914,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
