0.18763,0.3587,0.30712,0.052741,0.036675,0.090285,0.16245,0.050084,0.04979,0.083562,0.3256,0.048051,0.17034,0.037657,0.4875,0.17596,0.075953,0.049746,0.077695,0.14564,0.068185,0.21732,0.10712,0.080145,0.14812,0.25145,0.074629,0.14189,0.060171,0.04723,0.26251,0.059174
0.040856,0.006315,0.010048,0.091279,0.065456,0.10741,0.046809,0.10721,0.03064,0.033362,0.03123,0.068556,0.10809,0.088714,0.040163,0.037735,0.03458,0.10505,0.030322,0.17596,0.035751,0.037276,0.1091,0.036218,0.01729,0.04536,0.096328,0.027042,0.047728,0.027384,0.077072,0.04063
0.065768,0.040691,0.0079451,0.10996,0.091696,0.11679,0.020628,0.10656,0.1492,0.18013,0.0092265,0.10156,0.043516,0.070557,0.014552,0.055897,0.033343,0.11448,0.027697,0.11795,0.022365,0.069127,0.095939,0.028463,0.0065081,0.039243,0.10939,0.15579,0.040824,0.11664,0.074024,0.039894
0.061697,0.032238,0.015811,0.10869,0.1116,0.082312,0.036469,0.10659,0.07484,0.091031,0.040704,0.093586,0.058569,0.13053,0.028893,0.074741,0.23346,0.12553,0.21675,0.077899,0.22308,0.06786,0.10393,0.24422,0.31138,0.034809,0.10029,0.040085,0.20822,0.054982,0.062403,0.20054
0.086372,0.0056686,0.098121,0.092923,0.11343,0.063752,0.039328,0.1061,0.098,0.015645,0.063236,0.10019,0.066415,0.088874,0.025723,0.090056,0.051433,0.098853,0.06154,0.075405,0.059257,0.031269,0.048861,0.055686,0.012593,0.030236,0.088434,0.04535,0.046988,0.15393,0.047561,0.073819
0.066257,0.0054998,0.070036,0.10855,0.11109,0.072699,0.084604,0.10771,0.15095,0.24219,0.03229,0.098239,0.059946,0.11871,0.015898,0.11342,0.044852,0.082361,0.047186,0.037619,0.063617,0.029981,0.032805,0.033271,0.013609,0.027058,0.1023,0.036086,0.068196,0.063486,0.066961,0.057513
0.10014,0.10389,0.029323,0.10797,0.11184,0.079285,0.12664,0.10807,0.048158,0.042609,0.035838,0.10483,0.064908,0.14653,0.012588,0.080438,0.25195,0.10616,0.25028,0.02036,0.23312,0.033766,0.034306,0.25855,0.30329,0.022723,0.091268,0.036693,0.22181,0.17011,0.055519,0.21819
0.069681,0.046506,0.013409,0.1022,0.11131,0.098559,0.070407,0.11171,0.2109,0.018554,0.033684,0.12138,0.033076,0.056075,0.069376,0.094929,0.063662,0.10989,0.074258,0.029044,0.084972,0.072712,0.09744,0.066536,0.0088679,0.019772,0.10249,0.12584,0.071119,0.086947,0.07699,0.088803
0.080034,0.018007,0.0098942,0.11874,0.12084,0.099245,0.078044,0.11042,0.053294,0.26873,0.010122,0.12141,0.1371,0.1562,0.021853,0.04259,0.047812,0.096237,0.052293,0.093706,0.046119,0.11601,0.12893,0.034204,0.019467,0.01742,0.11699,0.13821,0.08068,0.17841,0.058344,0.062576
0.24086,0.38107,0.43744,0.10591,0.12379,0.18866,0.33285,0.084858,0.13352,0.023496,0.41343,0.14152,0.25556,0.10542,0.28264,0.23277,0.1622,0.10971,0.16126,0.22567,0.16259,0.32331,0.24085,0.16175,0.15561,0.51041,0.11682,0.25233,0.15358,0.099701,0.21786,0.15818
0.001829,0.0036645,0.0031563,0.0017816,0.0030284,0.00086901,0.002566,0.00084213,0.0022352,0.0012017,0.0068489,0.0017188,0.0083987,0.0022747,0.0038543,0.0068078,0.0049109,0.0017395,0.0025216,0.0004453,0.002596,0.016203,0.0018299,0.004233,0.0020081,0.0028,0.0038532,0.0023213,0.0026892,0.0011253,0.0054367,0.0034304
0.010121,1.3761e-06,7.8258e-07,0.00058143,0.0040377,3.5926e-05,0.0026574,0.00033329,0.015206,4.3488e-05,1.9974e-06,0.0014486,0.029011,0.016793,0.00054684,0.0041689,0.01556,0.012613,0.017466,0.00086358,4.1115e-05,0.024383,0.00017451,0.012631,1.7448e-07,0.0084787,0.010359,0.014985,0.014886,8.9244e-05,0.0014669,0.013957
0.010603,4.5492e-06,2.9578e-06,0.00010605,0.00078756,1.7184e-07,0.0046699,8.6749e-05,0.0089025,3.0745e-05,1.4191e-05,0.0030643,0.0015894,0.0085818,0.00052752,8.8557e-05,0.0033264,4.0856e-06,0.0031995,0.00078563,0,0.0039547,2.8278e-06,0.0001876,0,0.020043,0.0046427,0.0075807,0.0073199,0,0.000593,0.0049462
0.00024933,0,0,6.807e-07,3.6651e-05,9.5939e-08,0.0055936,0,3.6582e-05,0,7.1274e-10,0.0016191,0.0022913,0.0007931,4.0572e-07,0,0.00022984,0.00011774,0.0011502,0,0,7.5633e-05,0,3.0837e-05,0,0.0097158,0.00034594,0.00080511,0.0019308,0,0.00065523,0.0010574
8.6634e-05,0,0,1.2341e-05,0,0,0.027637,0,0.00010522,0,0,0,0,0.0003491,0,0,2.998e-08,0,8.1497e-05,0,0,0,0,5.498e-09,0,0.0077831,0.0001978,0.00014956,0.00035063,0,4.7086e-05,6.5498e-05
3.187e-05,0,0,0,0,0,0.0060352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,7.1891e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0043344,0.0080227,0.0086286,0.0034298,0.0090721,0.0029117,0.0073099,0.0023893,0.0035452,0.0037687,0.014612,0.0050821,0.013523,0.0028388,0.0057099,0.016023,0.0082446,0.0037466,0.0044673,0.0011916,0.0061998,0.032614,0.0042593,0.006377,0.0063666,0.0053292,0.0091381,0.0041937,0.0045821,0.0038906,0.0099351,0.0063642
0.014906,2.5311e-06,8.9542e-07,0.0039945,0.0051497,0.00088381,0.0028095,0.00085325,0.016048,0.00010893,1.551e-06,0.0033549,0.038236,0.016605,0.00051399,0.0081646,0.016782,0.028091,0.018733,0.002404,6.053e-05,0.030926,0.00024197,0.014633,2.7898e-07,0.013561,0.022944,0.017929,0.016801,0.00015023,0.0018078,0.016985
0.01357,6.3653e-06,4.8276e-06,0.001344,0.00095759,0.00065562,0.0051122,0.00019139,0.011112,6.0966e-05,3.7499e-05,0.0051653,0.0062954,0.010524,0.00065089,0.00013256,0.0045915,1.1757e-05,0.0045779,0.0020463,0,0.0062623,3.7931e-05,0.00039322,0,0.02372,0.0088546,0.0090696,0.0085576,1.4908e-08,0.00057468,0.0061279
0.00046863,0,0,3.61e-05,3.7975e-05,7.4371e-05,0.007173,1.1303e-10,3.147e-05,0,1.2159e-06,0.0037526,0.0053512,0.00089898,1.6797e-05,0,0.00024503,0.00019118,0.0013109,0,0,0.00010491,0,3.2244e-05,0,0.014102,0.00048986,0.00093491,0.0021578,0,0.00061048,0.0012506
