0.038654,0.0058314,0.019237,0.056738,0.090846,0,0.02845,0.025119,0.015791,0.046393,0.019751,0.039322,0.00044993,0.073394,0.033993,0.019487,0.014032,0.055555,0.066343,0.022755,0.038274,0.0063696,0.045611,0.037387,0.014325,0.046798,0.01003,0.043788,0.0082263,0.011155,0.033432,0.0081186,0.042044,0.015031,0.0024189,0.0070728,0.0082659,0.048183,0.046481,0.0058298,0.049679,0.020145,0.022905,0.11838,0.045794
0,0,0.014453,0.0033589,0.029077,0.0023534,0.055555,0.01151,0.053655,0,0.001249,0,0.10783,0.12422,0.013071,0.013317,0.031368,0.023553,0.0076715,0.020023,0.014611,0.010158,0.014685,0,0.0037459,0.028421,0.0067677,0.052865,0.016525,0.029905,0.10963,0.025608,0.14815,0.0072841,0.013189,0.035133,0.050718,0.013765,0.053358,0.045808,0.035458,0.00027152,0.0012178,0.0094817,0.010841
2.4366e-06,0,0.1365,0.0038047,0.051623,0.0077516,0.043848,0.11744,0.10315,0.024541,0.0033839,0,0.35136,0.10689,0.010069,0.013057,0.017173,0.022122,2.5543e-06,0.014793,0.0063116,0.37897,0.049323,0.023984,0.00055026,0.029999,0.0074591,0.26634,0.071174,0,0.0075639,0.031042,0.059962,0.0017299,0.15182,0.20422,0.26097,0.018743,0.13475,0.13589,0.069523,0.025329,0.015139,0.0096431,0
3.197e-06,0,0.27254,0.027312,0.099693,0.022225,0.16765,0.12122,0.15949,0.16513,0,0,0.24671,0.088161,0.068002,0.031809,0.068607,0.028928,0.03488,0.0070371,0.010733,0.0090689,0.052887,0.014732,0.0017279,0.37563,0.017307,0.043029,0.017394,0.02199,0.012898,0.050334,0.030411,0.001378,0.30093,0.17169,0.32784,0.18946,0.22033,0.080196,0.085711,0.056925,0.0011946,0.175,0.0091561
0.42129,0.23785,0.37866,0.28888,0.18895,0.10848,0.20038,0.14151,0.20191,0.30221,0.51252,0.43574,0.13139,0.15504,0.19371,0.92139,0.56364,0.077218,0.41229,0.44893,0.067376,0.0096236,0.051125,0.059793,0.96026,0.026666,0.31081,0.0022357,0.81728,0.53742,0.26886,0.70686,0.1348,0.69777,0.26095,0.24561,0.25774,0.30631,0.27067,0.11504,0.19216,0.3192,0.013475,0.10148,0.47668
0.40298,0.75631,0.062552,0.61944,0.10946,0.83027,0.14344,0.33298,0.16477,0.45515,0.4631,0.52493,0.10999,0.1866,0.23783,0.00094055,0.25549,0.7153,0.38517,0.25724,0.86269,0.34032,0.54567,0.12989,0.010216,0.10428,0.34083,0.090086,0.069399,0.39952,0.27867,0.17792,0.2396,0.2768,0.2163,0.25671,0.0041844,0.20812,0.1132,0.50323,0.28897,0.3463,0.94602,0.48749,0.45637
0.035985,0,0.0094157,0.00046699,0.38448,0.0056643,0.12391,0.15972,0.13483,0.00053472,0,0,0.010019,0.080237,0.44333,0,0.012876,0.018149,0.052899,0.11719,0,0.24549,0.041208,0.68482,0,0.10757,0.21262,0.14427,0,5.3772e-06,0.056496,0.00011177,0.13589,0,0.036458,0.037485,0.044656,0.063668,0.026117,0.031486,0.069194,0.1374,2.5032e-05,0.083306,1.2231e-05
0.046657,0,0.046677,0,0.042266,0.0029453,0.10378,0.061881,0.098533,0.006044,0,0,0.032764,0.06395,0,0,0.016803,0.0037183,0.00055855,0.11203,0,0,0.068816,0,0,0.25781,0.094168,0.2957,0,0,0.20816,0,0.14013,0,0.017922,0.042078,0.04562,0.14695,0.059199,0.034291,0.07997,0.061956,3.4267e-06,0.015213,0.00043089
0,0,0.049001,0,0.001504,0.0024641,0.048403,0.0013234,0.067884,1.1856e-06,0,0,0.0094848,0.063603,0,0,0.020009,0.0070594,0.011258,0,0,0,0.060033,0.049401,0,0.022566,0,0.061683,0,0,0.022775,0,0.069015,0,0,0,0,0.0030301,0.049755,0.040891,0.088982,0.026107,4.4487e-06,0,9.9267e-05
0.054424,0,0.010964,0,0.0021032,0.017845,0.084593,0.027285,0,0,0,0,0,0.057908,0,0,0,0.048393,0.028928,0,0,0,0.070644,0,0.0091702,0.00026187,6.3587e-06,0,0,0,0.0015174,0,0,0,0,0,0,0.0017792,0.026132,0.0073341,0.04035,0.0063656,1.2492e-05,0,0.00061906
0,1.1213e-05,0.050982,0.069073,0.14796,2.4088e-05,0.020538,0.0017045,0.078515,0,0.058088,0,0,0.04122,0,0,0,0.083333,0.056096,0,0.10873,0,0.016746,0,0,0.088635,0.010097,0,0,0,0,0,0.017972,0,0,0,0,0.0038249,0.0013475,0,0.10304,0.013129,0.0093168,0,0.10495
0.00036157,0.0054024,0.13695,0.074356,0.088474,0.00038442,0.035366,0.0036569,0.092095,0,0.10759,0,0,0.11072,0.023528,0,0,0.061004,0.10304,0,0.10824,0,0.026035,0,0,0.1273,0.015316,0,0,0,2.6039e-05,0,0.01043,0.018812,0,0,0,0.095472,0.064128,0,0.072343,0.048744,0.00064765,0.18074,0.098455
0.014655,0.059711,0.11325,0.089881,0.083759,0.0010966,0.057717,0.0056416,0.092516,0,0.11581,0,0,0.1115,0.013388,0,5.0206e-06,0.093204,0.11245,0,0.10281,0,0.021295,0,0,0.10464,0.08029,0,0,8.3767e-06,0.0023878,0,0.030064,0.038081,0,0,0,0.1171,0.098487,0,0.079367,0.07541,0.0027118,0.10441,0.097738
0.063503,0.14026,0.11439,0.074763,0.094253,0.006101,0.087888,0.0053078,0.079084,0,0.11302,0.0001045,0,0.076567,0.020833,0.00020592,3.1682e-05,0.084149,0.10204,0,0.095232,1.4566e-05,0.021251,0,0.00019451,0.088879,0.12433,0,0,0.00084463,0.033348,0,0.03831,0.11503,0.00014915,0.00015447,0,0.11703,0.091153,0,0.081238,0.088351,0.020248,0.10078,0.1022
0.056763,0.15453,0.10574,0.086151,0.076621,0.072243,0.07333,0.0069372,0.087621,0,0.12984,0.014687,0,0.06901,0.027814,0.019059,0.0043617,0.097415,0.099993,0.0011432,0.090158,0.00062198,0.023111,0.00040601,0.065186,0.037521,0.13105,0,0,0.045826,0.05762,0,0.056592,0.14122,0.019912,0.034537,0,0.12051,0.082852,1.258e-06,0.071997,0.11092,0.089652,0.087796,0.092739
0.082073,0.14386,0.095976,0.088243,0.089196,0.16632,0.079972,0.015537,0.077081,0.022192,0.12231,0.17824,4.6089e-05,0.07522,0.15635,0.09457,0.10541,0.078448,0.084046,0.015437,0.10142,0.012479,0.038763,0.016634,0.14273,0.08579,0.12671,0,0,0.18024,0.092009,0.00024941,0.093622,0.13577,0.12808,0.16194,0.00095433,0.10885,0.052601,0.030062,0.14673,0.13109,0.16626,0.10433,0.094035
0.090609,0.14671,0.052706,0.12057,0.10003,0.13482,0.087959,0.088947,0.089301,0.13513,0.10151,0.15936,0.0032768,0.076676,0.2104,0.16762,0.20368,0.089336,0.10618,0.10888,0.091657,0.16837,0.21868,0.18363,0.18631,0.09339,0.13069,0.0020324,0.00091797,0.19229,0.21808,0.038231,0.17059,0.12984,0.13336,0.1534,0.058145,0.1146,0.10157,0.19933,0.098366,0.15041,0.17424,0.095647,0.09806
