0.068898,0.094915,0.29664,0.086411,0.040188,0.069911,0.035404,0.18804,0.017393,0.023723,0.18975,0.007455,0.014714,0.14872,0.097272,0.009649,0.28523,0.18673,0.46396,0.016921,0.13004,0.15854,0.51869,0.041077,0.088822,0.071979,0.10071,0.26456,0.033456,0.046108,0.11655,0.2936,0.1594,0.053608,0.035691,0.19694,0.077055,0.072283,0.038312,0.042367,0.26239,0.020557,0.014915,0.033733
0.051635,0.040295,0.018485,0.023281,0.03546,0.060153,0.02806,0.023727,0.051045,0.060887,0.030674,0.038116,0.036206,0.033434,0.026033,0.045862,0.025448,0.038621,0.0070806,0.079019,0.03128,0.039661,0.0011437,0.038674,0.05223,0.068766,0.033642,0.010559,0.043946,0.036489,0.036145,0.019093,0.04937,0.081585,0.02226,0.033032,0.031004,0.050902,0.030218,0.054582,0.0028539,0.32628,0.049031,0.016995
0.081073,0.051511,0.026309,0.045687,0.056394,0.042615,0.039629,0.037008,0.077747,0.087982,0.029144,0.034997,0.061746,0.016102,0.042221,0.074797,0.033407,0.056494,0.0075843,0.081972,0.042365,0.034982,0.0013977,0.046808,0.13706,0.056284,0.027221,0.030373,0.05421,0.079542,0.17007,0.025267,0.041418,0.052415,0.18549,0.06711,0.048478,0.079496,0.047013,0.051475,0.016695,0.049135,0.06982,0.032222
0.073349,0.076183,0.018999,0.051517,0.083403,0.061977,0.056169,0.040409,0.082352,0.10822,0.042784,0.060152,0.05376,0.03544,0.041565,0.076342,0.039383,0.0507,0.047108,0.049803,0.06236,0.049689,0.0098512,0.053822,0.069149,0.044505,0.024288,0.011814,0.047291,0.040852,0.038845,0.013543,0.024209,0.052679,0.029843,0.049003,0.051037,0.090883,0.050511,0.057299,0.0011777,0.017842,0.042142,0.15892
0.072359,0.086486,0.081037,0.052745,0.078393,0.033029,0.099724,0.031965,0.099399,0.11919,0.042356,0.083593,0.086442,0.070397,0.058377,0.12677,0.10086,0.071688,0.051651,0.086296,0.030488,0.037892,0.014313,0.052442,0.057825,0.062806,0.05572,0.019394,0.066136,0.1009,0.080568,0.0028154,0.034581,0.042081,0.058645,0.063788,0.066438,0.084586,0.073965,0.057391,0.017115,0.013463,0.074814,0.041019
0.088387,0.078054,0.051315,0.068901,0.099722,0.066198,0.14931,0.13327,0.10113,0.12876,0.077052,0.10179,0.10317,0.11677,0.046787,0.13565,0.094337,0.062113,0.023146,0.1006,0.047284,0.043798,0.025566,0.050516,0.04774,0.066051,0.10846,0.019701,0.076564,0.20432,0.055632,0.0017695,0.047706,0.043511,0.046586,0.053694,0.12118,0.079084,0.10873,0.055477,0.024242,0.016017,0.09187,0.035799
0.089162,0.10444,0.05651,0.099714,0.079086,0.092251,0.15085,0.054158,0.1184,0.12069,0.086337,0.1284,0.11758,0.12279,0.058648,0.11458,0.081949,0.065111,0.013184,0.10091,0.10096,0.035767,0.057929,0.10392,0.045825,0.079566,0.074783,0.010205,0.10475,0.072617,0.32711,0.008816,0.030107,0.058809,0.068694,0.073592,0.094364,0.1038,0.17196,0.058063,0.0026169,0.015462,0.12805,0.22076
0.099308,0.11866,0.065039,0.13115,0.057396,0.091006,0.13705,0.080098,0.1438,0.12268,0.07328,0.15094,0.14184,0.078865,0.048357,0.13633,0.058132,0.070918,0.013619,0.094017,0.10954,0.025492,0.04558,0.155,0.10734,0.099486,0.10891,0.021059,0.12793,0.16464,0.068946,0.033184,0.030222,0.06073,0.09539,0.07521,0.12371,0.087378,0.16427,0.058746,0.016303,0.026835,0.12096,0.16389
0.14856,0.1399,0.073908,0.13294,0.077643,0.35519,0.12287,0.06064,0.1368,0.11488,0.14266,0.18557,0.16325,0.068127,0.048207,0.14131,0.061289,0.097432,0.0089161,0.22324,0.050445,0.042333,0.039432,0.11878,0.10301,0.099927,0.12637,0.009319,0.13679,0.095033,0.05392,0.017803,0.063206,0.12543,0.12845,0.096282,0.10547,0.10378,0.16649,0.064397,0.0054641,0.080107,0.19043,0.12212
0.22716,0.20927,0.31152,0.3073,0.39216,0.12754,0.18053,0.35035,0.17171,0.11256,0.2856,0.20887,0.22116,0.30914,0.53226,0.1383,0.2197,0.30007,0.36361,0.16705,0.39496,0.53173,0.28595,0.33881,0.29083,0.35022,0.33967,0.6028,0.30849,0.15917,0.052067,0.58397,0.51969,0.42887,0.32875,0.29111,0.28109,0.24752,0.14848,0.49993,0.65097,0.43407,0.21784,0.17431
0.00063554,0.0014752,0.0006976,0.0021302,0.00026357,0.00044604,0.00093398,0.00088839,0.0012865,0.0013216,0.0028463,0.00011582,0.00078322,0.0018402,0.0012331,0.0010123,0.0017584,0.00023169,0.00072934,0.00042988,0.0016179,0.00019042,0.0011116,0.00024293,0.00087759,0.00077573,0.00044172,0.00032804,0.0014498,0.00038001,0.00025424,0.00070488,0.00032464,0.00072222,0.00036233,0.00055039,0.00022224,0.0018201,7.9955e-05,0.00043568,0.00058732,0.00087994,0.00034304,0.00041115
0.0023286,0.0042578,0.0041702,0.0068712,0.00099339,0.0014157,0.0019831,0.0026094,0.0029389,0.0050873,0.012562,0.00047032,0.0039637,0.0069949,0.0036356,0.0015411,0.0023841,0.00075278,0.0038571,0.0014337,0.0057957,0.00092208,0.0043331,0.00045158,0.00201,0.0018435,0.0014267,0.0014286,0.0029575,0.00067384,0.00099115,0.0021106,0.0010538,0.0022961,0.0014403,0.0014201,0.00067571,0.0052649,0.00020649,0.00076693,0.0013202,0.0057962,0.0012512,0.00091233
