0.0082657,0.0093208,0.059517,0.023003,0.0069978,0.017498,0.044625,0.028711,0.020014,0.0067665,0.0086325,0.01432,0.0090584,0.0014309,0.071664,0.057733,0.054956,0.0347,0.084609,0.0058267,0.0073553,0.014591,0.084376,0.046845,0.020646,0.0046476,0.021257,0.069196,0.029041,0.026063,0.00091213,0.033338,0.21767,0.041531,0.020126,0.011762,0.10181,0.0030681,0.023342,0.057602,0.042015,0.012524,0.010577,0.038163
0.026595,0.0076321,0.008227,0.031955,0.029914,0.0098577,0.023426,0.018497,0.031037,0.017516,0.02054,0.025852,0.020275,0.0037277,0.017768,0.0038293,0.0090351,0.03935,0.00098298,0.015481,0.0081117,0.015334,7.8414e-05,0.046509,0.023474,0.027984,0.037358,0.0068726,0.021753,0.042732,0.010284,0.00067416,0.0058035,0.035153,0.010327,0.037291,0.019839,0.011883,0.039899,0.053248,0.0024697,0.013768,0.017723,0.034273
0.036607,0.0096023,0.036299,0.028499,0.032746,0.013932,0.046014,0.039712,0.037923,0.025329,0.032462,0.049869,0.040919,0.0060886,0.017762,0.014877,0.033641,0.031021,0.006135,0.016316,0.013449,0.020071,0.0052183,0.044389,0.025294,0.029689,0.027359,0.011425,0.02242,0.045474,0.020691,0.0013694,0.017955,0.046006,0.020969,0.027673,0.019273,0.027161,0.034805,0.030358,0.0040883,0.016293,0.013925,0.024718
0.066893,0.019834,0.010277,0.033451,0.046148,0.0037886,0.060551,0.020494,0.094392,0.068227,0.036919,0.051885,0.056978,0.092557,0.017877,0.024161,0.013038,0.040284,0.0066305,0.038386,0.034288,0.026072,0.0012663,0.048487,0.035294,0.076173,0.0033775,0.0019967,0.034333,0.054814,0.024734,0.0018323,0.0092874,0.027308,0.027556,0.072641,0.031511,0.024437,0.04378,0.051561,0.0034701,0.01305,0.022618,0.039195
0.37225,0.31733,0.011359,0.11344,0.058973,0.17967,0.061347,0.0069709,0.14988,0.41465,0.085939,0.08552,0.072173,0.0146,0.016027,0.075402,0.030743,0.031214,0.0033207,0.058257,0.11389,0.83564,0.0031274,0.068495,0.038178,0.11283,0.063873,0.032413,0.048958,0.053991,0.24431,0.016412,0.075587,0.090258,0.039876,0.071306,0.3065,0.6885,0.046244,0.079565,0.0054775,0.044132,0.055043,0.075471
0.35075,0.56928,0.74803,0.63541,0.70916,0.73515,0.61193,0.75402,0.49797,0.33331,0.73942,0.62876,0.70113,0.73165,0.75933,0.70894,0.71988,0.64906,0.80218,0.78636,0.74607,0.02461,0.7952,0.55321,0.72694,0.61974,0.69034,0.6397,0.7247,0.60621,0.61681,0.9086,0.42118,0.6013,0.78862,0.6815,0.27149,0.15339,0.67751,0.53586,0.8521,0.83804,0.79151,0.64785
0.053572,0.035507,0.0204,0.03882,0.040904,0.007398,0.045646,0.041429,0.088048,0.081629,0.032465,0.048264,0.057956,0.095846,0.016276,0.027293,0.029466,0.027639,0.0036444,0.033889,0.034203,0.02303,0.0063017,0.045061,0.051234,0.056246,0.036439,0.0092162,0.038009,0.061183,0.029875,0.0021051,0.02145,0.027397,0.030646,0.035946,0.063406,0.026277,0.039503,0.055536,0.0033787,0.016281,0.028315,0.036179
0.044431,0.0113,0.036207,0.041435,0.0477,0.0068078,0.032226,0.043212,0.03307,0.030011,0.020895,0.054742,0.019884,0.024632,0.013914,0.018879,0.039741,0.060661,0.012824,0.023052,0.004436,0.015169,0.0071665,0.048984,0.023237,0.024241,0.050886,0.008308,0.041669,0.038844,0.035619,0.0003921,0.03699,0.057281,0.02757,0.017934,0.047306,0.041893,0.042851,0.022692,0.0014006,0.013959,0.026967,0.018974
0.026481,0.01092,0.012732,0.034206,0.018885,0.0073446,0.021713,0.014143,0.025642,0.016928,0.017443,0.024872,0.014778,0.018757,0.014159,0.0041819,0.01013,0.0519,0.0012824,0.015245,0.019357,0.017097,0.0033093,0.045088,0.04002,0.017532,0.024569,0.0072037,0.025943,0.045844,0.015847,0.0017612,0.0086198,0.033278,0.015894,0.026914,0.041621,0.018354,0.032415,0.05758,0.0058955,0.015201,0.017684,0.039389
0.014157,0.0092715,0.056952,0.019781,0.008571,0.01855,0.052529,0.032812,0.022027,0.0056366,0.0052855,0.01592,0.0068486,0.010715,0.055228,0.064702,0.059372,0.034167,0.078396,0.0071831,0.01884,0.0083887,0.093959,0.052929,0.015679,0.030915,0.044544,0.21367,0.013177,0.024847,0.00091889,0.033516,0.18546,0.040492,0.018414,0.017035,0.09724,0.0050466,0.019654,0.055999,0.079704,0.016748,0.015641,0.045786
