0.015895,0.016958,0.033041,0.11613,0.041942,0.026495,0.04641,0.064936,0,0.037604,0.02989,0.0316,0.025646,0.10063,0.05641,0.011583,0.0061311,0.063986,0.022295,0.008904,0.11409,0.077887,0.0036945,0.21296,0.089136,0.069683,0.10518,0.24966,0.03944,0.013182,0.0070506,0.11196,0.038906,0.10441,0.028301,0.029025,0.13188,0.05837,0.0058861,0.064036,0.24868,0.020597,0.014544,0.033958
0.050672,0.071422,0.022149,0.069797,0.05962,0.035632,0.060781,0.08476,0.079404,0.035781,0.050232,0.075981,0.087957,0.091567,0.048974,0.037805,0.02432,0.066098,0.0099071,0.03313,0.18156,0.060327,0.0072077,0.27146,0.19678,0.089761,0.11247,0.010031,0.05726,0.038843,0.02139,0.014014,0.051276,0.057971,0.047108,0.026006,0.1056,0.04033,0.059966,0.088716,0.0039813,0.03681,0.082804,0.039789
0.057976,0.10835,0.024787,0.053023,0.071608,0.019662,0.044963,0.038885,0.10868,0.055605,0.08571,0.084595,0.14494,0.07721,0.079047,0.10481,0.016552,0.11237,0.044113,0.068688,0.0027861,0.076716,0.058881,0.00052972,0.052437,0.080968,0.1311,0.0066283,0.054251,0.071128,0.058489,0.0019482,0.051148,0.03539,0.049712,0.032744,0.041407,0.031589,0.094585,0.055019,0.01985,0.040487,0.096567,0.035093
0.06738,0.20666,0.028729,0.053047,0.095335,0.013351,0.072729,0.074182,0.13701,0.11521,0.045224,0.064249,0.14734,0.056194,0.097145,0.11907,0.060064,0.11355,0.064253,0.091195,0.11174,0.10578,0.027877,0.0097711,0.16173,0.059405,0.043254,0.0031442,0.10553,0.053712,0.091521,0.0076593,0.036136,0.072939,0.085648,0.026938,0.046761,0.038652,0.13414,0.11133,0.00046281,0.065767,0.14402,0.092892
0.20466,0.20521,0.070769,0.1141,0.14227,0.2052,0.087037,0.063084,0.17247,0.17501,0.15744,0.13038,0.19306,0.15342,0.12783,0.28457,0.092465,0.057453,0.033668,0.22426,0.10013,0.23258,0.026704,0.015133,0.28402,0.081218,0.23285,0.012475,0.15081,0.095218,0.15033,0.11757,0.34456,0.33325,0.090796,0.064099,0.28124,0.098629,0.14344,0.15079,0.0040071,0.28405,0.18717,0.22095
0.22967,0.2759,0.59291,0.20054,0.20947,0.44294,0.22556,0.43541,0.21586,0.23604,0.4377,0.15976,0.19888,0.39894,0.27402,0.23805,0.49629,0.45506,0.63837,0.26904,0.40153,0.21342,0.70178,0.35859,0.12156,0.26992,0.039719,0.3046,0.33647,0.23772,0.29315,0.55902,0.30373,0.21559,0.47294,0.54224,0.22343,0.29442,0.18498,0.17771,0.59064,0.31774,0.19015,0.25321
0.14455,0.059235,0.038915,0.05423,0.13724,0.046485,0.14545,0.015179,0.18649,0.19327,0.0716,0.11657,0.10249,0.043632,0.12352,0.089729,0.079833,0.014838,0.033571,0.13234,0.024056,0.10052,0.031634,0.012794,0.0076963,0.058462,0.0098754,0.0093775,0.064342,0.052094,0.1851,0.01532,0.026627,0.040684,0.076083,0.082072,0.012706,0.20677,0.12837,0.1275,0.0078706,0.080745,0.12218,0.099314
0.099446,0.027263,0.054378,0.15635,0.12033,0.066616,0.12026,0.093049,0.070502,0.07126,0.071257,0.17569,0.061876,0.022587,0.088046,0.080944,0.094582,0.023799,0.03083,0.10719,0.0095314,0.072802,0.027369,0.014289,0.026971,0.064488,0.07281,0.0079529,0.079411,0.30916,0.13851,0.0024572,0.038651,0.056497,0.074277,0.057659,0.017615,0.11395,0.13035,0.069529,0.0085996,0.056416,0.075827,0.047921
0.076864,0.020338,0.036814,0.13291,0.06489,0.073685,0.11293,0.024983,0.026385,0.056262,0.039277,0.10607,0.026642,0.022796,0.054132,0.020538,0.02208,0.04591,0.018267,0.055201,0.027494,0.044332,0.0041706,0.049277,0.04579,0.097026,0.14933,0.0077413,0.089382,0.099465,0.051787,0.010439,0.057997,0.045601,0.047159,0.11075,0.052328,0.073423,0.092933,0.095929,0.0050834,0.056051,0.065674,0.094441
0.052895,0.0086673,0.097504,0.049871,0.057297,0.069937,0.083885,0.10553,0.0031917,0.023961,0.011678,0.055101,0.011165,0.033018,0.050868,0.012902,0.10768,0.046946,0.10473,0.010043,0.027093,0.015634,0.11068,0.055194,0.013878,0.12906,0.10341,0.38839,0.023102,0.029477,0.0026683,0.15961,0.050969,0.03767,0.02798,0.028468,0.087031,0.043862,0.025346,0.059437,0.11082,0.04133,0.021057,0.082431
