0.91263,0.79328,0.98939,0.70714,0.34155,0.92081,0.80703,0.5404,0.94156,0.93412,0.84115,0.82477,0.95662,0.93348,0.92187,0.93813,0.97308,0.9812,0.94823,0.98552,0.9782,0.95523,0.9992,0.35141,0.86115,0.93967,0.95988,0.87508,0.83589,0.90306,0.99777,0.98909,0.91935,0.97646,0.96898,0.88275,0.98244,0.9579,0.90009,0.46831,0.80529,0.95033,0.88052,0.97362,0.98808,0.93083,0.84071,0.87054,0.9529
0,0,0.0024274,4.2713e-06,0,0,0,0,0,0,0,0,0.014085,0.0010505,0.0023821,0.000708,0.016229,0,0.0014106,0,0.00083138,0.0011624,0,0,0,0,0.00035679,3.0424e-06,0.0020767,0.00061434,0,0,0.00036047,0,0.0021049,0.00015437,0.00050248,0,0.0023659,0.0054486,6.0307e-05,0,0.0012681,0,0.0028593,0.0052596,0.0029845,0,0.0016731
0.0098922,7.3292e-05,0.0011643,4.9388e-06,0,0,0,0,0,0,0,0,0.0066591,0.0020109,0.010633,0.0001263,0,0.0036131,0.00066909,0,0.00029233,0.005058,0.00018593,0.044194,0.0050983,0.0064828,0.0095452,0.0087958,0.021294,0.0083937,0.00028016,0,0.0029888,0.0030367,0.0091975,0,3.1818e-06,0.013872,0.0028215,0,4.674e-05,0.010587,0.0036903,0.0031138,0.0066147,0.019362,0.0032825,0.0012329,0.0021317
0,0,0.0012009,0.036927,0,0,0,0,0,0.0010234,0,0,0,0.0039084,0.0072331,0.0015588,0,0,0,0,0,0.006313,0,0,0,0,0.0002717,0.00053456,0.026173,0.003701,7.8098e-06,0,0,0,0.0038129,0.019078,0.0070307,0.0035705,0.0086214,0.0035063,0.012272,0.00021151,0.0093614,0,0.0015663,0.016444,0.0060643,0,0.0026941
0,0,0.0045236,0.043602,0,0,0,0,0.014925,0.060206,0.00040221,0,0.0076286,0.0036445,0.047075,0.0084047,0,0,0.00018314,0.014167,0.0016827,0.0063012,0,0,0.045294,0,0.0011617,0.0017764,0.034057,0,0,0,0.009155,0,0.0033155,0.056085,0.00049585,0.014041,0.012203,0,0,0.0027795,0.043343,0.0045228,0.00029197,0.016863,0.10484,0.087441,0.0090972
0.076554,0.20411,0.00012574,0.16847,0.44637,0.071754,0.18499,0.40693,0.038296,0.0011305,0.13366,0.17421,0.01454,0.054066,0.0060235,0.049693,0.01014,0.013945,0.049317,0.0003023,0.018587,0.017232,0.00061343,0.49223,0.0881,0.051199,0.028778,0.11323,0.061403,0.072157,0.001943,0.010869,0.067546,0.0205,0.0098421,0.022772,0.0080944,0.0089085,0.054889,0.4714,0.1771,0.031405,0.047041,0.017334,0.00028324,0.0060039,0.031623,0.037586,0.027537
0,0,0.00049308,0.030157,0,0,0,0,0,0.00059836,0,0,0,0,0.00026045,9.4117e-05,0,0,0,0,0.00014228,0.00088172,0,8.5784e-06,0,0,0,3.5134e-07,0.0017676,0.00089641,0,0,0,0,0.00052415,0.015897,0,0.000136,0.005363,0.00020133,0.00054642,7.3253e-05,0.0063164,7.9067e-07,6.2731e-05,0.0010609,0.0042668,0,0.00072704
0,0.00056186,0.00058144,1.5461e-06,0,0,0,0,0,0.00052459,0.0012515,0,0,0,0.00057708,0.00012597,0,0.00098938,3.5083e-06,0,0.00011581,0.0013865,0,0.015537,7.2389e-05,0.00063922,0,0.00010695,0.00035041,0.0015824,1.6331e-06,0,0.00052167,0,0.0010098,0.00016497,0.00023682,3.2918e-06,0.0028626,1.227e-05,0,0.00025316,0.0060168,0.00041736,3.5065e-05,0.0033547,0.0017436,0,0.00065802
0,0,1.8658e-05,0,0,0,0,0,0,0.0013508,0,0,0,0,0.00083268,0.00082896,0,0,1.0178e-05,0,4.7836e-05,0.002094,0,0,0,0,1.9197e-06,2.8807e-06,0.00040706,0.00033584,0,0,3.3096e-05,0,9.3548e-05,0.00028237,5.1186e-05,0,0.0031627,0.00033958,5.7616e-05,0.00073002,0,0,0.00011839,2.5978e-05,0.0033643,0,0.00044152
0.0009253,0.001981,7.0083e-05,0.013692,0.21208,0.0074395,0.0079771,0.052671,0.0052163,0.0010451,0.023539,0.0010124,0.00046984,0.0018415,0.0031101,0.0003316,0.00055146,0.00025272,0.00017527,1.3394e-05,9.685e-05,0.0043397,0,0.09662,0.00028224,0.0020036,5.2405e-07,0.00046925,0.016579,0.0092628,0,4.0196e-05,4.0227e-05,0,0.0011228,0.0028145,0.0011452,0.0015637,0.00762,0.050776,0.0046236,0.0036287,0.0024381,0.00098694,9.0993e-05,0.00080076,0.0011211,0.0032029,0.0021432
0,0,0,9.4924e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7519e-06,0,0,0,0.0095208,0,0,0,5.1112e-05,0,0,4.3593e-06,8.6248e-06,0,1.58e-05
0,0,0,0.00055657,0,0,0,0,0,0,0,0,0,0,0,8.5166e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1073e-06,0,0,0,0.0098599,0,0,0,8.5125e-05,0,0,4.4436e-06,4.4035e-05,0,1.8288e-05
0,0,0,0.0015332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.453e-06,0,0,0,0.007977,0,0,0,0.0001031,0,0,2.4643e-06,0.0001423,0,1.0637e-05
