0.27683,0.34624,0.43621,0.093696,0.23402,0.48411,0.23484,0.32341,0.62779,0.088885,0.34497,0.37977,0.48214,0.055171,0.26616,0.32012,0.44584,0.20948,0.27761,0.51342,0.32256,0.32626,0.39158,0.17019,0.52195,0.41139,0.40678,0.29168,0.39489,0.45749,0.45623,0.3614,0.35156,0.36678,0.22943,0.23832,0.28721,0.33339,0.16439,0.31676,0.29969,0.57388,0.086137,0.17468,0.25643,0.41219,0.19721,0.50564,0.20728
0.048202,0,0.013493,0.044507,0.051888,0,0.007337,0,0.014917,0.095949,0.022008,1.0186e-07,0.004465,0.089453,0.066392,0.05602,0.0038066,0.029117,0.021808,0.010515,0.016733,0.01103,0.00027589,0.0067612,0,0,0.010042,0.012396,0.0077523,0.007417,0.012415,4.901e-06,1.4685e-05,0,0.016627,0.025329,0.056287,0.06831,0.029766,0.0031089,0.0013593,0.0031412,0.049313,0.060736,0.039669,0.0059469,0.036379,0.0062465,0.062489
0.002875,0,0.052382,0.047019,0,0,0.0039436,0,0.0080746,0.095478,0.00969,0.0016961,0.019902,0.064038,0.065387,0.023439,0.046191,0.047298,0.026224,0.014133,0.023172,0.029422,8.4642e-05,0.00090343,0,0,0.00044253,0.042641,0.0067246,0.011144,0.0016188,0,0.00016304,0,0.01949,0.013909,0.01144,0.0038135,0.054134,0.0098751,0.042179,0.13648,0.054027,0.025624,0.033131,0.015593,0.036836,0.0035273,0.056903
0.013016,0,0.016218,0.04872,0.04409,0,0.0050233,0.0084561,0.0048939,0.11039,0.00081459,0.00087434,0.012079,0.083933,0.018056,0.023229,0.014295,0.038066,0.021777,0.012401,0.020113,0.062836,0.00020809,0.024498,0,0,0.014109,0.012885,0.028359,0.0058319,0.0056111,0,0.054276,1.1921e-05,0.031507,0.055323,0.027698,0.032727,0.040098,0.0045857,0.00093431,0.0048593,0.057997,0.033941,0.085202,0.013192,0.034043,0.0028924,0.043629
0.0021054,0.022484,0.058969,0.068404,0.0065218,0,0.13979,0.0065237,0.0039875,0.088283,0.053305,0.00026964,0.02306,0.05792,0.014108,0.017332,0.006492,0.039058,0.02351,0.017719,0.022439,0.064586,0.0084922,0.12403,0.012749,0.056748,0.023787,0.058855,0.017012,0.018715,0.014138,0.0086567,0.036204,0.031529,0.039712,0.021696,0.069783,0.04183,0.058766,0.0039941,0.0026505,0.0082731,0.065731,0.054864,0.08891,0.027612,0.039339,0.021851,0.033121
0.0032092,0.022452,0.074878,0.052533,0.0068309,0,0.039455,0.0052685,0.0093298,0.088927,0.023466,0.00063081,0.01697,0.056749,0.018438,0.01619,0.0068536,0.07015,0.026595,0.026575,0.012895,0.079569,0.018405,0.14795,0.00295,0.021137,0.022975,0.035397,0.033809,0.024373,0.046894,0.015409,0.016167,0.017423,0.1163,0.031756,0.086544,0.017512,0.053164,0.0033251,0.001113,0.008574,0.073819,0.11616,0.077371,0.065384,0.062978,0.020035,0.056454
0.012892,0.00013138,0.019641,0.068911,0.041505,0,0.04564,0.0099324,0.003298,0.10602,0.0019895,0.0014914,0.0070614,0.054685,0.05076,0.019798,0.031083,0.04511,0.021973,0.032033,0.020976,0.060511,0.001883,0.081965,1.8417e-05,0.00070663,0.013415,0.030293,0.02218,0.0022121,0.0061275,0.00012431,0.017876,0.0016963,0.17953,0.073264,0.12266,0.04488,0.045395,0.0070174,0.0002068,0.015171,0.072966,0.054331,0.0683,0.14705,0.090919,0.0087508,0.056838
0.0003235,0,0.10355,0.17341,0,0,0.012391,0,0.011498,0.096474,0.0040297,0.00080867,0.015845,0.13169,0.077954,0.019986,0.022671,0.069038,0.04069,0.021858,0.029054,0.086842,0.00056549,0.017395,0,0,0.00098828,0.012053,0.022916,0.011015,0.00087066,9.8849e-05,0.0031208,0,0.12518,0.079901,0.067504,0.018479,0.074741,0.0097359,0.035887,0.027372,0.10298,0.059527,0.069132,0.088078,0.064566,0.011805,0.078998
0.062551,0,0.027769,0.26336,0.051775,0,0.044047,7.9029e-05,0.0044628,0.080678,0.0084654,3.1731e-06,0.00742,0.20973,0.03423,0.049152,0.0049786,0.082585,0.018827,0.19635,0.027985,0.0649,0.00072974,0.01341,0,0,0.012559,0.061554,0.011549,0.0034965,0.00055979,0,0.00041949,0,0.10113,0.1693,0.14294,0.18573,0.052448,0.0029845,0.0022686,0.06257,0.14421,0.12112,0.085257,0.077378,0.088611,0.017789,0.11325
0.5757,0.60548,0.1943,0.1367,0.56094,0.51427,0.46421,0.64426,0.30886,0.14132,0.52916,0.61302,0.40673,0.19427,0.38595,0.45211,0.41508,0.36692,0.51934,0.15356,0.50286,0.21148,0.57664,0.40753,0.46045,0.50546,0.49213,0.44017,0.45274,0.45687,0.45188,0.61294,0.51684,0.5811,0.13777,0.28876,0.12606,0.25018,0.42519,0.63489,0.61162,0.15738,0.29108,0.29763,0.19459,0.14643,0.34541,0.39938,0.28797
0.010592,0.0014886,7.0381e-05,0.00021219,0.0087059,0.00038058,0.0070216,0.0040345,0.00020537,0.01554,0.0014028,0.0024356,0.00026026,0.0054062,0.0049998,0.00086793,0.0017577,0.0017731,0.0023527,0.00027855,0.0012441,0.00024777,0.0017298,0.00052537,0.0023046,0.00056109,0.0007254,0.0035602,0.0030027,0.0019883,0.0011505,0.0021945,0.001653,0.0054205,0.00042878,0.0030674,0.00044405,0.00057055,0.0019077,0.0040895,0.0099207,0.0002449,0.0015861,0.0010857,0.00052137,0.00011958,0.0025913,0.0016854,0.0016266
