0.031433,0.08721,0.067377,0.32705,0.20277,0.017657,0.16355,0.033096,0.080652,0.29007,0.010136,0.0021718,0.045196,0.014377,0.018346,0.023195,0.041304,NaN,0.00017795,0.011955,0.095518,0.59346,0.077253,0.095105,0.19165,0.069519,0.21078,0.24369,0.23966,0.092966,0.12966,0.19852,0.11339,0.19286,0.19752,0.20533,0.098602,0.11323,0.085314,0.15324,0.11437,0.034509,0.067008
0.028101,0.0090053,0,0,0,0.00036666,0,0,0,0,0.0026743,0.0012853,1.3559e-05,0,0,0.0002423,0.00070521,NaN,1.7265e-05,0,5.2046e-05,0,0.0010163,1.4458e-05,0,0.0035106,0,0.0040315,0,0.001108,0.0095312,0.0072915,0.0094102,0.0021393,0.0029969,0.0018397,0,0.0041707,0.0071411,0.020126,0,0,0.0039028
0.010157,0.00085265,0,0,1.5964e-05,0.0012139,0,0,0.005594,0,0.0029313,0.0074896,0.0040012,0,0,0,0.0077168,NaN,2.0454e-05,0.00025421,0.0010605,0,0.0089074,0.01194,9.3477e-05,0.00043813,0.002143,0.00078915,0.010017,0,0.0014298,0.0031343,0,0.0042768,0.00024447,0,0,0,0.0017852,0,0.0043416,0,0
0.012787,0.017332,0,0,0.0019888,0,0,0.0037562,0.0045803,0,0.021375,0.0080068,1.1434e-05,0,0,0.00048464,0.014419,NaN,6.2019e-06,0,0.080232,0,0.0098523,1.2044e-05,0.000203,0.015799,0,0.015191,0.017218,0.0012821,0.0023668,0,0.0017436,0.007003,0.0012821,0.0065871,0,0,0.0041113,0.002339,0,0,0.0019047
0.024032,0.063674,0,0,0.0061382,0.0043336,0,0,0,0.046395,3.7483e-05,0,0.010641,4.139e-06,0,0,0.0041419,NaN,5.8885e-06,0,0.086877,0,0.093476,0.025311,0.00012943,0.014169,0,0,0.055485,0.047687,0.048407,0.00088957,0.0059214,0.0085272,0.0018835,0.05133,0,3.4807e-05,0,0.026217,0.0015106,0,0.016217
0.49021,0.58121,0.84034,0.26051,0.55727,0.68964,0.67014,0.68687,0.47891,0.4691,0.82591,0.68992,0.46295,0.64569,0.71423,0.84417,0.192,NaN,0.59603,0.61678,0.26678,0.082071,0.26046,0.67035,0.30797,0.58716,0.4007,0.25245,0.33014,0.41552,0.44909,0.42174,0.34515,0.35427,0.38485,0.35912,0.41569,0.57122,0.16845,0.32249,0.58252,0.57124,0.5176
0.01993,0.011936,0,0,7.182e-05,0,0,0,0,0,0.00045019,0.010539,0.0032267,0.0018152,9.635e-06,0.0001847,0.0040857,NaN,0.0004273,0,0.025319,0.03612,0.012288,0.00056371,0.0062924,0.0056747,0,0,1.4286e-05,0.0028612,0.00072388,0.00043429,0,0.0014521,0.0024817,0.030663,0.00063976,0.00011475,0.016323,0.015321,0,0,0
0.013255,0.013951,0,0,4.749e-05,0.0030774,0,0.0043972,0.0072061,0,0.0060471,0,0.099034,0,0,0,0.0003379,NaN,0,0.00011136,0.0011117,0,0.002231,0.006317,0,0.0090376,2.8836e-05,0.00057271,0.0040374,0.0033698,0.0040435,3.6738e-06,0.0006636,0.00086752,0.00082188,3.8577e-05,0.015304,0,0.018796,3.5675e-05,0,0,0
0.026265,0.016889,0,0,0,0.00015455,0,0.0029691,0,0,0.0016854,0.014807,0,1.834e-06,2.0148e-05,0,0.00074506,NaN,0.0014175,5.3778e-06,0.012207,0,0.00049114,0,0,0.012861,0,0,1.1195e-05,0.012737,0,0.028552,0,0.012931,0.00063353,0.0055855,0.015116,0,0.016339,8.6059e-05,1.7432e-05,0,0.0020758
0.34383,0.19794,0.092281,0.41244,0.2317,0.28356,0.1663,0.26891,0.42306,0.19443,0.12875,0.26578,0.37493,0.33811,0.2674,0.13173,0.73455,NaN,0.4019,0.3709,0.43084,0.28835,0.53403,0.19038,0.49366,0.28183,0.38634,0.48327,0.34341,0.42247,0.35475,0.33943,0.52372,0.41566,0.40729,0.33951,0.45465,0.31123,0.68174,0.46015,0.29724,0.39425,0.39129
0.061404,0.1159,0.22681,0.027879,0.23317,0.17228,0.020763,0.020583,0.062286,0.13367,0.16955,0.10812,0.033308,0.076479,0.10767,0.2159,0.011788,NaN,0.069769,0.096014,0.023446,0,0.033323,0.1095,0.051639,0.017394,0.070792,0.035061,0.015163,0.04191,0.10836,0.024849,0.063468,0.063479,0.054423,0.0498,0.045693,0.038974,0.026234,0.066215,0.067356,0.038657,0.010279
0.037625,0.18314,0.12305,0.0054087,0.065075,0.082507,0.30119,0.011184,0.016253,0.085712,0.10829,0.053351,0.024146,0.10132,0.0517,0.13112,0.011897,NaN,0.041219,0.034712,0.046085,0,0.016747,0.40286,0.010546,0.11989,0.01813,0.018692,0.016667,0.022916,0.019792,0.011548,0.050213,0.015532,0.018536,0.040688,0.030312,0.03546,0.0040959,0.0056827,0.047886,0.035721,0.0044967
0.044436,0.05421,0.13108,0.0060904,0.060167,0.099679,0.073628,0.0052812,0.015134,0.069308,0.060161,0.054331,0.024754,0.12277,0.060051,0.14359,0.0065358,NaN,0.050724,0.016847,0.044618,0,0.052641,0.047942,0.014043,0.036807,0.023619,0.012422,0.045209,0.083089,0.025873,0.015903,0.037444,0.015601,0.022381,0.027796,0.031454,0.041627,0.0054882,0.011353,0.033486,0.031297,0.0026554
0.059996,0.041508,0.15473,0.068711,0.2621,0.092988,0.081711,0.038722,0.025567,0.065046,0.10662,0.05905,0.022024,0.11147,0.044147,0.17576,0.0076591,NaN,0.048257,0.013294,0.060364,0,0.041991,0.018034,0.021774,0.060399,0.015396,0.011216,0.039445,0.049189,0.042661,0.031327,0.031838,0.015838,0.027662,0.027458,0.028093,0.035589,0.011414,0.017924,0.033271,0.030766,0.071462
0.07111,0.050018,0.17727,0.0071962,0.079992,0.088985,0.081725,0.11923,0.033306,0.023199,0.098862,0.11039,0.02539,0.13308,0.036547,0.1295,0.00415,NaN,0.074232,0.027837,0.061564,0,0.039761,0.081618,0.027951,0.058044,0.03288,0.011972,0.035281,0.042422,0.044094,0.027757,0.01101,0.024945,0.079303,0.053049,0.066243,0.066656,0.0065297,0.025088,0.052904,0.036438,0.075585
0.075309,0.066824,0.12935,0.00064456,0.061459,0.071736,0.06148,0.13442,0.046512,0.023569,0.1106,0.093276,0.018852,0.09867,0.060318,0.13385,0.0013724,NaN,0.039945,0.11935,0.035921,0,0.17073,0.11706,0.021929,0.072738,0.01273,0.012951,0.028085,0.043015,0.044366,0.025395,0.0043419,0.020211,0.13882,0.035633,0.046515,0.07788,0.0076746,0.033406,0.060075,0.073316,0.10102
0.064466,0.11956,0.039546,0.02223,0.13725,0.041089,0.075752,0.13312,0.22439,0.043665,0.086747,0.069654,0.0093884,0.044355,0.070611,0.033603,0.00014836,NaN,0.032616,0.16132,0.02112,0,0.027144,0.074213,0.015498,0.082272,0.061484,0.0028871,0.020122,0.036515,0.055486,0.017209,0.00068856,0.024526,0.049141,0.020004,0.036566,0.068655,0.0026518,0.014818,0.055804,0.064153,0.089229
